video_id,title,published_at,views,likes,comments,duration_seconds,published_us_est,published_year,published_month,published_quarter,published_weekday,published_hour,like_ratio,comment_ratio,published_time_of_day,is_short,days_since_publish,views_per_day,likes_per_day,duration_bucket,playlist,top_category
D9bNctNnAig,DataCamp Review | Is it Worth it?,1/21/2021 13:00,210805,4261,274,975,1/21/2021 7:00,2021,1,Q1,Thursday,7,0.0202,0.0013,Morning,f,1609,132,3,Medium,,
T3KMZoXrVTQ,Top 5 Data Analyst Skills,1/12/2021 13:00,35024,1411,170,351,1/12/2021 7:00,2021,1,Q1,Tuesday,7,0.0403,0.0049,Morning,f,1618,22,1,Short,,
hfRcaRw_atI,Top 5 Data Analyst Interview Mistakes,1/5/2021 13:00,106875,2633,73,328,1/5/2021 7:00,2021,1,Q1,Tuesday,7,0.0246,0.0007,Morning,f,1625,66,2,Short,,
aPDOGxrONy0,2020 Year End Review + Upcoming Giveaway Details,12/31/2020 13:00,1585,140,101,217,12/31/2020 7:00,2020,12,Q4,Thursday,7,0.0883,0.0637,Morning,f,1630,1,1,Short,,
EWPeAXrF3zg,Solving Medium Level SQL LeetCode Questions | Part 2/3,12/22/2020 13:00,12192,252,33,1286,12/22/2020 7:00,2020,12,Q4,Tuesday,7,0.0207,0.0027,Morning,f,1639,8,1,Medium,,
BAVPAYWAoC4,Data Engineer vs Data Analyst | Which Is Right For You?,12/15/2020 13:00,87280,2830,147,399,12/15/2020 7:00,2020,12,Q4,Tuesday,7,0.0324,0.0017,Morning,f,1646,54,2,Short,,
BGBXnNvWdQ4,Solving LeetCode SQL Interview Questions | Part 1/3,11/10/2020 16:02,27879,710,66,1633,11/10/2020 10:02,2020,11,Q4,Tuesday,10,0.0255,0.0024,Morning,f,1681,17,1,Medium,,
pvxNYyJuiqA,Data Analyst Skills Path | What Skills You NEED to Know,11/3/2020 16:13,78068,3607,269,286,11/3/2020 10:13,2020,11,Q4,Tuesday,10,0.0462,0.0034,Morning,f,1688,47,3,Short,,
1xT68oeQTd0,Data Analyst Expectations vs Reality,10/6/2020 16:52,76003,2796,187,236,10/6/2020 10:52,2020,10,Q4,Tuesday,10,0.0368,0.0025,Morning,f,1716,45,2,Short,,
SKsjWzzz4mY,Top 5 Reasons You'll Be a Good Data Analyst,9/22/2020 15:03,14924,619,82,224,9/22/2020 9:03,2020,9,Q3,Tuesday,9,0.0415,0.0055,Morning,f,1730,9,1,Short,,
_gP-DH0iZLw,Top 5 Reasons Data Analytics is a Good Career Choice,9/8/2020 16:15,44806,1315,73,173,9/8/2020 10:15,2020,9,Q3,Tuesday,10,0.0293,0.0016,Morning,f,1744,26,1,Short,,
CsMh7Ykmnw4,Top 5 Reasons Not to Lie on Your Resume,9/1/2020 14:29,12604,212,119,237,9/1/2020 8:29,2020,9,Q3,Tuesday,8,0.0168,0.0094,Morning,f,1751,8,1,Short,,
5MZo2RoS8Yo,Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,8/20/2020 15:46,131882,4658,270,522,8/20/2020 9:46,2020,8,Q3,Thursday,9,0.0353,0.002,Morning,f,1763,75,3,Short,,
M2ySRYpo9S0,Top 5 Reasons Not to Become a Data Analyst,8/12/2020 16:52,927817,19741,1047,318,8/12/2020 10:52,2020,8,Q3,Wednesday,10,0.0213,0.0011,Morning,f,1771,524,12,Short,,
ncXgqGePvwI,Data Analyst Bootcamps | Are They Worth It?,8/5/2020 15:14,35393,581,93,346,8/5/2020 9:14,2020,8,Q3,Wednesday,9,0.0164,0.0026,Morning,f,1778,20,1,Short,,
ywZXpfdqg1o,What Does a Data Analyst Actually Do?,7/29/2020 15:48,1068348,20480,515,258,7/29/2020 9:48,2020,7,Q3,Wednesday,9,0.0192,0.0005,Morning,f,1785,599,12,Short,,
MpIi4HtCiVk,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,7/15/2020 16:00,55527,1390,159,402,7/15/2020 10:00,2020,7,Q3,Wednesday,10,0.025,0.0029,Morning,f,1799,31,1,Short,,
G4syHs3M82E,Data Analyst vs Business Analyst | Which Is Right For You?,7/3/2020 16:17,797095,19956,592,280,7/3/2020 10:17,2020,7,Q3,Friday,10,0.025,0.0007,Morning,f,1811,441,12,Short,,
appOFpF2pFg,Best Free Online Courses for Data Analysts,6/23/2020 15:55,58184,2758,95,299,6/23/2020 9:55,2020,6,Q2,Tuesday,9,0.0474,0.0016,Morning,f,1821,32,2,Short,,
B2SPC3Wz1R8,Best Online Courses for Data Analysts,6/17/2020 16:57,189252,9591,426,525,6/17/2020 10:57,2020,6,Q2,Wednesday,10,0.0507,0.0023,Morning,f,1827,104,6,Short,,
fUpChfNN5Uo,Data Scientist vs Data Analyst | Which Is Right For You?,6/10/2020 17:49,797610,24398,862,467,6/10/2020 11:49,2020,6,Q2,Wednesday,11,0.0306,0.0011,Morning,f,1834,435,14,Short,,
oXAwKZWfbW0,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),4/23/2020 15:08,15556,521,52,415,4/23/2020 9:08,2020,4,Q2,Thursday,9,0.0335,0.0033,Morning,f,1882,9,1,Short,,
qzZU6LAtIig,Day in the Life of a Data Analyst | Fortune 500 Edition,3/11/2020 14:44,126707,2585,261,260,3/11/2020 9:44,2020,3,Q1,Wednesday,9,0.0204,0.0021,Morning,f,1925,66,2,Short,,
9o9loJpG-t4,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,2/26/2020 16:11,26086,853,162,454,2/26/2020 10:11,2020,2,Q1,Wednesday,10,0.0327,0.0062,Morning,f,1939,14,1,Short,,
oZKs2xMbXQE,Data Analyst Salary in 2020,2/19/2020 16:43,8319,159,26,224,2/19/2020 10:43,2020,2,Q1,Wednesday,10,0.0191,0.0031,Morning,f,1946,5,1,Short,,
N8f7NtDpbxA,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,2/14/2020 19:03,15220,648,39,360,2/14/2020 13:03,2020,2,Q1,Friday,13,0.0426,0.0026,Afternoon,f,1951,8,1,Short,,
XmFhpoS6Etk,Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,10/8/2020 16:26,7651,376,176,1556,10/8/2020 10:26,2020,10,Q4,Thursday,10,0.0491,0.023,Morning,f,1714,5,1,Medium,alex the analyst show,alex the analyst show
BV5ckMNNvi4,How to get Promoted as a Data Analyst | Alex The Analyst Show Episode 26,4/9/2024 14:00,9114,287,86,3374,4/9/2024 8:00,2024,4,Q2,Tuesday,8,0.0315,0.0094,Morning,f,435,21,1,Long,alex the analyst show,alex the analyst show
aofB2t5o2ao,Consulting and Freelancing in Data Analytics | ATA Show: Episode 25,10/17/2023 14:00,20385,767,272,4443,10/17/2023 8:00,2023,10,Q4,Tuesday,8,0.0376,0.0133,Morning,f,610,34,2,Very Long,alex the analyst show,alex the analyst show
FpgkpjSyBOw,State of AI in Analytics | Will AI be the End of Data Analysts?,5/15/2023 14:30,46707,1381,376,4352,5/15/2023 8:30,2023,5,Q2,Monday,8,0.0296,0.0081,Morning,f,765,62,2,Very Long,alex the analyst show,alex the analyst show
gCg47n_TlFc,Tech Layoffs and Hiring Freezes | The Great Resignation | Alex The Analyst Show | Episode 23,7/19/2022 12:30,22057,610,123,2954,7/19/2022 6:30,2022,7,Q3,Tuesday,6,0.0277,0.0056,Morning,f,1065,21,1,Long,alex the analyst show,alex the analyst show
gz2j5NBESSs,Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21,3/29/2022 12:30,7185,276,159,2930,3/29/2022 6:30,2022,3,Q1,Tuesday,6,0.0384,0.0221,Morning,f,1177,7,1,Long,alex the analyst show,alex the analyst show
xKdtP3IZbnU,How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22,4/20/2022 12:30,12026,326,161,2610,4/20/2022 6:30,2022,4,Q2,Wednesday,6,0.0271,0.0134,Morning,f,1155,11,1,Long,alex the analyst show,alex the analyst show
BIUFr9srS78,How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20,1/18/2022 12:30,23545,868,361,2944,1/18/2022 6:30,2022,1,Q1,Tuesday,6,0.0369,0.0153,Morning,f,1247,19,1,Long,alex the analyst show,alex the analyst show
JikLVP9DkPs,Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,11/25/2020 12:00,24918,886,162,1603,11/25/2020 6:00,2020,11,Q4,Wednesday,6,0.0356,0.0065,Morning,f,1666,15,1,Medium,alex the analyst show,alex the analyst show
A-LkxegXFX8,My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,6/3/2021 13:30,6454,245,108,1585,6/3/2021 7:30,2021,6,Q2,Thursday,7,0.038,0.0167,Morning,f,1476,5,1,Medium,alex the analyst show,alex the analyst show
yzqpYs7dIqY,Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,11/19/2020 16:00,14712,572,207,1329,11/19/2020 10:00,2020,11,Q4,Thursday,10,0.0389,0.0141,Morning,f,1672,9,1,Medium,alex the analyst show,alex the analyst show
SIseim20_Dc,Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,3/18/2021 12:00,16518,485,118,1687,3/18/2021 7:00,2021,3,Q1,Thursday,7,0.0294,0.0071,Morning,f,1553,11,1,Medium,alex the analyst show,alex the analyst show
tJaDicmRW7s,Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17,1/7/2021 13:00,15553,500,146,1665,1/7/2021 7:00,2021,1,Q1,Thursday,7,0.0321,0.0094,Morning,f,1623,10,1,Medium,alex the analyst show,alex the analyst show
w25ZjL0OqT4,Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,12/24/2020 13:00,42372,1212,137,3086,12/24/2020 7:00,2020,12,Q4,Thursday,7,0.0286,0.0032,Morning,f,1637,26,1,Long,alex the analyst show,alex the analyst show
ru0Xdvxd37Q,Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,12/17/2020 13:00,47506,1559,209,1600,12/17/2020 7:00,2020,12,Q4,Thursday,7,0.0328,0.0044,Morning,f,1644,29,1,Medium,alex the analyst show,alex the analyst show
whgwEwA5SHU,How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,12/10/2020 13:00,3161,98,55,1571,12/10/2020 7:00,2020,12,Q4,Thursday,7,0.031,0.0174,Morning,f,1651,2,1,Medium,alex the analyst show,alex the analyst show
0HRgbb1PcDQ,"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",12/3/2020 13:00,23334,739,190,1628,12/3/2020 7:00,2020,12,Q4,Thursday,7,0.0317,0.0081,Morning,f,1658,15,1,Medium,alex the analyst show,alex the analyst show
GGLF2jLo8J4,What is No Code Analytics? | Alex The Analyst Show | Episode 10,11/12/2020 13:34,3942,122,81,1355,11/12/2020 7:34,2020,11,Q4,Thursday,7,0.0309,0.0205,Morning,f,1679,3,1,Medium,alex the analyst show,alex the analyst show
PurMLMKNX0I,What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,11/5/2020 16:43,14012,396,118,3236,11/5/2020 10:43,2020,11,Q4,Thursday,10,0.0283,0.0084,Morning,f,1686,9,1,Long,alex the analyst show,alex the analyst show
brxnKIy6Cek,Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,10/27/2020 17:06,14563,565,223,1775,10/27/2020 12:06,2020,10,Q4,Tuesday,12,0.0388,0.0153,Afternoon,f,1695,9,1,Medium,alex the analyst show,alex the analyst show
aJ9Q10v8Nrc,Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,10/20/2020 16:08,180332,6206,986,1997,10/20/2020 10:08,2020,10,Q4,Tuesday,10,0.0344,0.0055,Morning,f,1702,106,4,Long,alex the analyst show,alex the analyst show
C2ik_qR5GOU,Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,10/15/2020 17:33,4886,182,74,1762,10/15/2020 11:33,2020,10,Q4,Thursday,11,0.0372,0.0151,Morning,f,1707,3,1,Medium,alex the analyst show,alex the analyst show
eTsHJoMmhYQ,Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,10/1/2020 15:53,7408,254,161,1566,10/1/2020 9:53,2020,10,Q4,Thursday,9,0.0343,0.0217,Morning,f,1721,5,1,Medium,alex the analyst show,alex the analyst show
8SolrjsGqzE,Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,9/24/2020 17:29,45937,1522,717,1680,9/24/2020 11:29,2020,9,Q3,Thursday,11,0.0331,0.0156,Morning,f,1728,27,1,Medium,alex the analyst show,alex the analyst show
Z2AachB309o,How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,9/10/2020 15:16,418546,12162,3820,2454,9/10/2020 9:16,2020,9,Q3,Thursday,9,0.0291,0.0091,Morning,f,1742,241,7,Long,alex the analyst show,alex the analyst show
-Inc1be4zSg,The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,9/3/2020 17:38,22568,711,85,1624,9/3/2020 11:38,2020,9,Q3,Thursday,11,0.0315,0.0038,Morning,f,1749,13,1,Medium,alex the analyst show,alex the analyst show
Y-4ri9QjsTI,Infrastructure of Analyst Builder | Entire Tech Stack | Part 3,5/14/2024 14:00,6033,92,10,2740,5/14/2024 8:00,2024,5,Q2,Tuesday,8,0.0152,0.0017,Morning,f,400,16,1,Long,all things analyst builder,all things analyst builder
_R6K1aNtKpE,Challenges of Creating Analyst Builder | Challenges of a Startup | Part 2,5/7/2024 14:00,2566,65,11,2707,5/7/2024 8:00,2024,5,Q2,Tuesday,8,0.0253,0.0043,Morning,f,407,7,1,Long,all things analyst builder,all things analyst builder
