title,published_weekday,published_time_of_day,duration_seconds,views,likes,views_per_day,likes_per_day,tags_clean,is_outlier
Database vs Data Warehouse vs Data Lake | What is the Difference?,Tuesday,Morning,322,929621,23896,810.0,21.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'database vs data warehouse', 'database vs data lake', 'database vs data warehouse vs data lake', 'data base vs data lake vs data warehouse', 'database vs data lake vs data warehouse', 'data warehouse', 'data lake', 'what is a database', 'what is a data warehouse', 'what is a data lake', 'what is a data lake vs data warehouse', 'data warehouse vs data lake']",0
How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22,Wednesday,Morning,2610,11990,325,11.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'how to manage time', 'how to manage work', 'working 60 hours', 'how to manage working 60 hours', 'how to manage working two jobs']",0
Things I HATE About Being a Data Analyst,Tuesday,Morning,634,36612,1515,32.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'why i hate data analytics', 'do people like being data analysts', 'data analyst cons', 'cons of being a data analyst', 'data analyst job satisfaction']",0
Best Website to Practice Technical Interview Questions,Tuesday,Morning,1305,20276,687,18.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'technical interview questions', 'technical interview for data analysts', 'data analyst technical interview questions', 'stratascratch', 'where to study technical interview questions', 'data analyst interview questions', 'data analyst interview']",0
Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21,Tuesday,Morning,2930,7172,276,7.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'working remote', 'pros and cons of working remote', 'pros of working remote', 'cons of working remote', 'is working remote good', 'working remotely']",0
Full Project in Excel | Excel Tutorials for Beginners,Tuesday,Morning,2450,1020533,21133,862.0,18.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'excel tutorial', 'excel for data analysts', 'excel for data science', 'excel project', 'excel project for data analyst']",0
Top 5 Non-Technical Skills for Data Analysts,Tuesday,Morning,990,22241,820,19.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'soft skills', 'soft skills for data analyst', 'soft skills for data science', 'soft skills for data analysts', 'non-technical skills', 'non-technical skills for data science', 'non-technical skills for data analysts']",0
Cleaning Data in Excel | Excel Tutorials for Beginners,Tuesday,Morning,1264,685109,13797,569.0,12.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data cleaning in excel', 'excel for data analysts', 'data cleaning', 'excel data cleaning', 'how to clean data in excel', 'cleaning data in excel', 'excel']",0
Tableau Data Analyst Certification Review,Tuesday,Morning,769,71291,1670,59.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'tableau', 'tableau certifications', 'tableau data analyst', 'tableau data analyst certification', 'certifications for tableau', 'certification for tableau', 'tableau in 2022', 'should i learn tableau', 'tableau in 2021']",0
Job Title Alternatives for Data Analysts,Tuesday,Morning,732,26544,1022,22.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst job title', 'data analyst alternatives', 'alternatives to data analyst', 'alternative job titles for data analysts', 'job title alternatives for data analysts']",0
Best Coursera Courses for Data Analysts in 2022,Tuesday,Morning,572,124352,5831,102.0,5.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'coursera', 'coursera for data analyst', 'data analyst courses', 'data analyst courses on coursera', 'data analyst coursera', 'data science coursera', 'data analyst courses coursera', 'coursera courses for data analysts', 'data scientist courses', 'data science courses']",0
Understanding Your Data Analyst Salary Offer | What To Know Before Accepting,Tuesday,Morning,450,21165,719,18.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst salary', 'salary for data analyst', 'salary negotiations', 'tech salary', 'analyst salary']",0
Charts in Excel | Excel Tutorials for Beginners,Tuesday,Morning,911,180877,4320,146.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'charts in excel', 'how to use charts in excel', 'excel charts']",0
How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20,Tuesday,Morning,2944,23485,864,19.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'how i became a data analyst', 'how i became a data manager', 'how i became an analytics manager', 'data analyst salary', 'analytics manager salary', 'analytics manager']",0
Conditional Formatting in Excel | Excel Tutorials for Beginners,Tuesday,Morning,1259,250405,5119,200.0,5.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'conditional formatting', 'conditional formatting in excel', 'how to use conditional formatting']",0
150k Subscriber Livestream!!,Monday,Morning,5138,3497,159,3.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'alex the analyst live stream', '150k live stream', 'data analyst live', 'data analyst live stream']",0
How To Become A Data Analyst In 2022,Tuesday,Morning,780,498366,21914,396.0,18.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'how to become a data analyst in 2022', 'how to become a data analyst', 'data analyst guide', 'data analyst tutorials', 'become a data analyst', 'how to get into data analytics', 'how to get an analytics job', 'analytics job', 'getting a data analyst job', 'data analytics job', 'life as a data analyst']",0
XLOOKUP in Excel | Excel Tutorials for Beginners,Tuesday,Morning,1127,302103,6141,239.0,5.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'xlookup', 'xlookup in excel', 'how to use xlookup', 'how to use xlookup in excel', 'xlookup tutorial']",0
Formulas in Excel | Excel Tutorials for Beginners,Tuesday,Morning,2034,492787,10127,387.0,8.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'formulas', 'formulas in excel', 'excel formulas', 'excel formulas for beginners']",0
Pivot Tables in Excel | Excel Tutorials for Beginners,Tuesday,Morning,1055,979370,19374,764.0,16.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'pivot tables in excel', 'excel for beginners', 'how to use a pivot table', 'how to use a pivot table in excel', 'pivot table excel']",0
Full Beginner Project in Tableau | Tableau Tutorials for Beginners,Tuesday,Morning,2658,344034,6589,267.0,6.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects', 'tableau joins', 'joins in tableau', 'tableau project', 'tableau portfolio project', 'projects in tableau', 'project for tableau']",0
How to use Joins in Tableau | Tableau Tutorials for Beginners,Tuesday,Morning,869,172689,4414,133.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects', 'tableau joins', 'joins in tableau']",0
Top 5 Major Red Flags in Job Descriptions,Thursday,Morning,421,18446,957,15.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'red flags', 'red flags in jobs', 'major red flags', 'red flags in data analyst jobs', 'red flags in data science jobs', 'big red flags', 'red flags in job interviews']",0
Truth About My Job (Song) - As a Data Analyst,Monday,Morning,198,11186,895,9.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'truth about my job song', 'truth song', 'truth about data analytics', 'reality of data analytics', 'reality of data science', 'data science song', 'data science songs', 'song about data', 'data song', 'songs about data science', 'truth about data analyst job', 'truth about data science song']",0
How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics,Tuesday,Morning,1220,11440,343,9.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'alteryx', 'webinar', 'alteryx webinar', 'how to become a data analyst', 'breaking into the data analyst field', 'data analytics', 'alteryx data analyst']",0
Choosing a Domain to Make More Money,Tuesday,Morning,521,20697,990,16.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'domain knowledge', 'data science domain', 'data analyst domain', 'is domain knowledge important', 'domain knowledge to make more money', 'domain vs technical skills', 'choosing a domain', 'how to choose a domain']",0
Top 5 Reasons Not to Become a Data Analyst,Wednesday,Morning,318,927272,19756,524.0,12.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'reasons not to become a data analyst', 'do not become a data analyst', 'top 5 reasons not to become a data analyst', 'reasons to not become a data analyst', 'should i become a data analyst']",0
How to Create Visualizations in Tableau | Tableau Tutorials for Beginners,Tuesday,Morning,845,214350,4656,159.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",0
How to use Calculated Fields and Bins in Tableau | Tableau Tutorials for Beginners,Tuesday,Morning,385,276822,5712,204.0,5.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",0
How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,Tuesday,Morning,1024,886479,19543,649.0,15.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",0
How NOT to Become a Data Analyst (Funny?),Tuesday,Morning,291,17495,711,13.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'how not to become a data analyst', 'how to become a data analyst', 'becoming a data analyst', 'how to be a data analyst', 'data analyst for beginners', 'how to get a data analyst job']",0
100k Subscriber Play Button Unboxing,Tuesday,Morning,396,2685,238,2.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', '100k subscriber', 'silver play button', '100k subscriber play button unboxing', 'silver play button unboxing', '100k subs alex the analyst', 'alex the analyst 100k']",0
Amazon Web Scraping Using Python | Data Analyst Portfolio Project,Tuesday,Morning,2834,310623,6801,223.0,5.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst portfolio projects', 'python web scraping', 'scraping data from amazon', 'web scraping with python', 'web scraping with beautifulsoup', 'web scraping data analysis', 'scraping data using beautifulsoup and requests', 'data analyst project']",0
Interviewing with PwC for a Senior Data Analyst Position,Tuesday,Morning,1389,99711,2631,72.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'interviewing at pwc', 'pwc interview', 'pwc', 'how to pass an interview at pwc', 'what is interviewing like at pwc', 'interview at pwc', 'pwc interviewing']",0
I Am No Longer a Data Analyst | Turning Down PwC | New Job,Wednesday,Morning,959,143348,4396,102.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'new job', 'data analyst promotion', 'data analyst career path', 'working at pwc', 'pwc data analyst', 'data analyst pwc']",0
Top 5 Data Analyst Interview Mistakes,Tuesday,Morning,328,105596,2597,65.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst interview', 'data analyst interviews', 'data analyst interview mistakes', 'top interview mistakes', 'interview mistakes', 'data analyst interview questions', 'data analyst interview preparation']",0
When To Start Applying To Your First Data Analyst Job,Wednesday,Morning,251,92297,4808,65.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'when to start applying', 'first data analyst job', 'when to apply for a data analyst job', 'when to apply for a data analyst position', 'when to start applying to your first data analyst job', 'when to start applying for a data job', 'data analyst job', 'data analyst applying', 'applying for a data analyst job']",0
Why You Need to Stop Taking Courses (From an Ex-Course Addict),Tuesday,Morning,211,130951,5625,92.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst courses', 'data science courses', 'data scientist courses', 'stop taking courses', 'why you should stop taking courses', 'are courses bad']",0
How to Create a Portfolio Website for FREE,Tuesday,Morning,2129,746860,16363,516.0,12.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst portfolio', 'data analyst portfolio website', 'data science portfolio website', 'data science portfolio project', 'data science portfolio', 'how to create a portfolio', 'how to create a portfolio website', 'how to create a data analyst portfolio', 'how to create a data science portfolio', 'portfolio website', 'data analyst portfolio website free', 'how to create a free website']",0
Data Analyst Portfolio Project | Correlation in Python | Project 4/4,Tuesday,Morning,3645,200933,3446,138.0,3.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'portfolio project', 'data analyst portfolio project', 'analyst portfolio project', 'data scientist portfolio project', 'python portfolio project', 'pandas portfolio project', 'python', 'python programming project', 'python project', 'data analyst python', 'data analyst python project']",0
How To Get a Data Analyst Job (with No Experience),Tuesday,Morning,457,491872,21005,335.0,15.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'how to become a data analyst', 'data analyst with no experience', 'how to become a data analyst with no experience', 'becoming a data analyst with no experience', 'data analyst no experience', 'how to become a data analyst in 2021']",0
My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,Thursday,Morning,1585,6435,244,5.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'alex the analyst wife']",0
Favorite Tableau and Power BI Courses on Udemy,Tuesday,Morning,623,34169,882,24.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'udemy courses', 'data analyst courses', 'tableau courses', 'power bi courses', 'tableau vs power bi', 'best courses for data analysts']",0
Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4,Tuesday,Morning,3284,454761,8425,307.0,6.0,"['alex the analyst', 'data analyst portfolio project', 'data analyst portfolio projects', 'projects for data analysts', 'data analyst tableau', 'data analyst project', 'data cleaning in sql', 'sql for data cleaning', 'how to clean data in sql', 'how to clean data', 'how to clean data in sql server', 'data cleaning', 'data analyst data cleaning', 'data cleaning for data analysts', 'data cleaning for data analysis', 'sql portfolio project', 'sql project']",0
Data Analyst Portfolio Project | Tableau Visualization | Project 2/4,Tuesday,Morning,3137,411893,6379,277.0,5.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst portfolio project', 'data analyst portfolio projects', 'projects for data analysts', 'data analyst tableau project', 'data analyst data visualizaion', 'data analyst tableau', 'tableau for data analysis', 'tableau project', 'data analyst portfolio', 'how to create a data analyst portfolio']",0
Asking My Family What I Do For a Living,Tuesday,Morning,757,3777,195,3.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'what does a data analyst do', 'how much money does a data analyst make', 'data analyst salary', 'data analyst family', 'data analyst questions', 'alex the analyst family', 'alex the analyst salary', 'data analyst funny']",0
Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,Tuesday,Morning,4629,2174630,37060,1444.0,25.0,"['alex the analyst', 'data analyst project', 'data analyst portfolio', 'data analyst portfolio project', 'data analyst projects for beginners', 'data analyst projects for resume', 'data analyst sql project', 'data analyst github', 'data analyst tableau project', 'portfolio project for data analyst', 'data exploration project', 'projects for data analysts', 'project for data analyst', 'data analyst projects', 'sql portfolio project', 'sql project', 'data analyst sql', 'sql project for data analyst']",0
Advanced SQL Tutorial | Subqueries,Tuesday,Morning,517,433034,9184,285.0,7.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'subqueries', 'sql subquery', 'sql subqueries', 'subqueries in sql', 'subquery in sql', 'advanced sql']",0
Data Analyst Q/A #6 | Why Am I Not a Data Scientist?,Thursday,Morning,1145,22431,819,15.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst questions', 'data analyst questions and answers', 'data analyst q and a', 'data analyst q/a', 'data analyst ama', 'questions for data analyst']",0
Google vs IBM Data Analytics Certificates | Which is Better?,Tuesday,Morning,358,370675,12453,243.0,9.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'ibm data analyst', 'ibm data analytics', 'ibm data science', 'google data analyst', 'google data analytics', 'google professional certificate', 'ibm professional certificate', 'google vs ibm certificate', 'coursera google cert', 'coursera ibm cert', 'google vs ibm data analyst', 'google vs ibm data analytics certificate', 'ibm vs google certification', 'google vs ibm certification', 'google data analyst certification']",0
What is No Code Analytics? | Alex The Analyst Show | Episode 10,Thursday,Morning,1355,3925,122,3.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'no code analytics', 'alex the analyst', 'what is no code analytics', 'bubble', 'no code analytics for data analyst', 'no code', 'no code platform', 'should i learn no code analytics']",0
Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,Tuesday,Morning,748,28349,963,19.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'reaction video', 'reacting to ken jee video', 'data analyst to data scientist', 'going from data analyst to data scientist', 'how to become a data scientist', 'ken jee', 'ken jee video', 'data science', 'vlog', 'data scientist', 'data science 2020', 'how to go from data analyst to data scientist', 'data analyst', 'data science career', 'data analyst vs data scientist', 'data science career path', 'data analyst jobs']",0
Laptops for Data Analysts |  Specifications + Recommendations,Tuesday,Morning,930,202431,4270,132.0,3.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'data analyst laptop', 'data science laptop', 'data analysis laptop', 'data scientist laptop', 'laptop for data analyst', 'laptop for data analysts', 'laptop for data scientists', 'laptops for data analysis', 'laptops for data science', 'best laptops for data analysis', 'best laptops for data analysts', 'best laptops for data science', 'best laptops for data scientists', 'best laptop', 'laptops for python']",0
Best Machine Learning Courses on Coursera,Tuesday,Morning,399,63200,1861,41.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'machine learning', 'coursera machine learning', 'machine learning coursera', 'machine learning courses', 'best machine learning courses', 'best machine learning courses on coursera', 'coursera best machine learning courses', 'coursera best machine learning', 'best ml courses', 'ml courses']",0
Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,Thursday,Morning,1687,16485,482,11.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'will data analysts', 'will data analysts be automated', 'data analyst automation', 'automation in data analysis', 'automation of data analysts', 'data analysis automation', 'will data analysis be automated']",0
Advanced SQL Tutorial | Stored Procedures + Use Cases,Tuesday,Morning,375,493101,8378,318.0,6.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'stored procedures', 'sql stored procedures', 'stored procedures sql', 'how to use a stored procedure', 'what is a stored procedure', 'stored proc sql', 'stored proc', 'sql stored proc']",0
Google Data Analytics Professional Certificate | It's Finally Here!,Friday,Morning,874,370944,11208,238.0,8.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",0
Google Data Analytics Certificate | Coming Out Soon!,Thursday,Morning,464,51809,2357,34.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",0
Reviewing Your Data Analyst Resumes | Part 2,Tuesday,Morning,2436,24995,586,16.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'how to become a data analyst', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes', 'resume', 'resume for data analyst']",0
Best Course to Learn Statistics for Data Analysis,Thursday,Morning,372,126924,3079,81.0,2.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'statistics course', 'data analysis statistics', 'do i need to know statistics', 'statistics for data science', 'statistics for data analysis', 'statistics', 'statistics for data analytics', 'statistics course for data', 'best statistics course']",0
DataQuest Review | Is it Worth it?,Tuesday,Morning,1040,25639,431,17.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'dataquest', 'dataquest review', 'dataquest vs datacamp', 'data quest 2021', 'dataquest 2020', 'dataquest review 2020', 'dataquest review 2021', 'dataquest for free', 'dataquest for python', 'dataquest for data analysis']",0
R vs Python | Which is Better for Data Analysis?,Tuesday,Morning,711,238940,5239,151.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'r vs python', 'python vs r', 'r for data analysis', 'r for data science', 'python for data analysis', 'python for data science']",0
Advanced SQL Tutorial | Temp Tables,Tuesday,Morning,619,273356,5881,172.0,4.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'temp tables', 'temp tables sql', 'temporary tables sql', 'sql temp', 'sql temp tables', 'how to use temp tables', 'how to use temp tables in sql']",0
IBM Data Analyst Certificate Study Session,Saturday,Morning,4910,5313,173,4.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'ibm data analyst certificate', 'coursera ibm data analyst', 'coursera']",0
IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,Tuesday,Morning,446,134638,3299,84.0,3.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'ibm data analyst', 'icm data analyst coursera', 'ibm data analyst certificate', 'ibm data analyst professional certificate', 'ibm certificate', 'ibm data science', 'ibm data science professional certificate', 'ibm data science certificate', 'coursera courses', 'is the ibm data analyst certificate worth it', 'ibm data analyst certificate review', 'ibm data science certificate review', 'ibm data analyst review']",0
DataCamp Review | Is it Worth it?,Thursday,Morning,975,207381,4214,129.0,3.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'datacamp', 'datacamp review', 'is data camp worth it', 'datacamp for r', 'datacamp for python', 'datacamp for sql', 'datacamp for data analysts', 'data camp for data scientists', 'datacamp for data scientists', 'datacamp for beginners', 'datacamp python for beginners']",0
Best Python Course for Data Analysts,Tuesday,Morning,518,56276,1386,35.0,1.0,"['data analyst', 'data analytics', 'alex the analyst', 'best python course for data analysts', 'best python course', 'best data analyst course', 'best data science course', 'best data analyst courses', 'best data science courses', 'best courses for data analysts', 'best courses for data scientists', 'courses for python', 'udemy courses for data science', 'udemy courses for data analysts', 'python course on pandas', 'python course on numpy', 'python course on machine learning', 'python course']",0
Top 5 Data Analyst Skills,Tuesday,Morning,351,34924,1405,22.0,1.0,"['data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'alex the analyst', 'best data analyst skills', 'top data analyst skills', 'data analyst skills', 'top 5 data analyst skills', 'skill for data analysts', 'skills for data analysts', 'data analyst skill set', 'data analyst skills in 2021', 'best data analyst skills in 2021', 'data analyst skills required', 'data analyst skills needed', 'skills needed to become a data analyst', 'skills to become data analyst']",0
2020 Year End Review + Upcoming Giveaway Details,Thursday,Morning,217,1584,140,1.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'alex the analyst', 'year end review', '2020 year end review', 'alex the analyst giveaway']",0
Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,Thursday,Morning,3086,42244,1208,26.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes']",0
Solving Medium Level SQL LeetCode Questions | Part 2/3,Tuesday,Morning,1286,12087,251,8.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'leetcode for data analysts', 'leetcode for data analyst', 'leetcode for data scientist', 'leetcode for data science', 'leetcode for interviews', 'leetcode for interview prep', 'sql leetcode', 'leetcode for sql', 'database leetcode questions', 'sql leetcode questions', 'sql leetcode problems', 'solving leetcode problems', 'solving leetcode questions sql', 'leetcode medium', 'medium level leetcode']",0
Top 10 Udemy Courses for Data Analysts,Thursday,Morning,657,195103,5189,115.0,4.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'udemy courses', 'udemy courses for data analyst', 'udemy courses for data scientist', 'udemy courses for data', 'data analyst courses', 'data scientist courses', 'udemy courses for sql', 'udemy courses for excel', 'udemy courses for free', 'udemy courses for data analysis', 'udemy courses for python']",0
Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,Thursday,Morning,1600,47419,1554,29.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'entry level vs senior level', 'entry level data analyst vs mid level data analyst', 'entry vs mid level', 'entry level data analyst', 'entry vs mid vs senior level', 'entry vs mid vs senior level data analyst', 'mid level data analyst', 'senior level data analyst', 'junior vs mid vs senior analyst', 'junior vs mid vs senior level data analyst', 'levels of being a data analyst']",0
Data Engineer vs Data Analyst | Which Is Right For You?,Tuesday,Morning,399,87050,2828,53.0,2.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'data engineer', 'data engineer job description', 'data engineer salary', 'data engineer skills', 'data engineer vs data analyst', 'data analyst vs data engineer', 'data analyst salary', 'data analyst job description', 'data analyst skills', 'data engineer vs', 'data analyst vs']",0
How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,Thursday,Morning,1571,3121,97,2.0,1.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'how to find out your coworkers salary', 'coworkers salary', 'why you should tell your coworkers your salary', 'find out coworkers salary', 'how much do your peers make', 'peers salary']",0
Advanced SQL Tutorial | CTE (Common Table Expression),Tuesday,Morning,224,398388,6238,242.0,4.0,"['data analyst', 'how to become a data analyst', 'data analyst job', 'data analyst career', 'data analytics', 'sql tutorial', 'advanced sql tutorial', 'cte sql', 'cte sql server', 'cte tutorial', 'how to use a cte', 'how to use a cte in sql', 'cte in sql', 'what is a cte']",0
