video_id;title;published_at;views;likes;comments;duration_seconds;tags_array;published_us_est;published_year;published_month;published_quarter;published_weekday;published_hour;like_ratio;comment_ratio;publish_time_of_day
DlEkWd-8VXA;250k Subscriber Live Stream!!;2022-07-26 13:19:48;4168;156;11;4539;{"Alex The Analyst","Live Stream","250k subscriber live stream"};2022-07-26 09:19:48;2022;7;Q3;Tuesday;9;0.0374;0.0026;Morning
xb5-UX-jYw0;How to Lie with Data | Averages;2025-04-08 12:01:32;4150;216;14;407;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-04-08 08:01:32;2025;4;Q2;Tuesday;8;0.052;0.0034;Morning
V3ouFOBQP0k;How to Lie with Data | Percentages and Baseline Numbers;2025-04-01 12:00:46;4361;216;9;318;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-04-01 08:00:46;2025;4;Q2;Tuesday;8;0.0495;0.0021;Morning
oi9W142ELN0;1 Million YouTube Play Button Unboxing!;2025-03-25 12:01:10;3073;236;79;460;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-03-25 08:01:10;2025;3;Q1;Tuesday;8;0.0768;0.0257;Morning
5n52mlp9Ym0;Maven Analytics + Analyst Builder Lifetime Access (Ends March 31st);2025-03-24 12:00:07;8613;254;41;315;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-03-24 08:00:07;2025;3;Q1;Monday;8;0.0295;0.0048;Morning
hgp91KvbJV4;How to Lie with Data | Misleading Graphs;2025-03-18 12:01:07;5250;281;22;326;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-03-18 08:01:07;2025;3;Q1;Tuesday;8;0.0535;0.0042;Morning
1ql4kNv0_qY;Where to find the Best Healthcare Data;2025-03-11 12:00:02;7421;394;24;471;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-03-11 08:00:02;2025;3;Q1;Tuesday;8;0.0531;0.0032;Morning
ItZlTixh6Bs;What are KPIs and Metrics? | Data Fundamental for Beginners;2025-01-14 13:00:34;17079;871;31;346;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-01-14 08:00:34;2025;1;Q1;Tuesday;8;0.051;0.0018;Morning
PEWMgtu-1e4;What is Data? | Data Fundamentals for Beginners;2025-01-07 13:00:35;17412;812;33;416;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-01-07 08:00:35;2025;1;Q1;Tuesday;8;0.0466;0.0019;Morning
hCmEfxy-BXg;Is Big Tech Overrated in 2025? | Alex The Analyst Show Episode 28;2024-12-31 13:01:01;8751;303;69;2092;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-12-31 08:01:01;2024;12;Q4;Tuesday;8;0.0346;0.0079;Morning
TtCBz1lutsY;Most Commonly Asked Questions by Aspiring Data Analysts;2024-12-24 13:00:39;14890;722;36;718;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-12-24 08:00:39;2024;12;Q4;Tuesday;8;0.0485;0.0024;Morning
ugkyfUTc6AU;#DataAnalystSalary #DataAnalysis;2023-08-17 12:35:34;49211;3500;48;54;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-08-17 08:35:34;2023;8;Q3;Thursday;8;0.0711;0.001;Morning
Ihmq-qeA5Pc;My Career Progression 7+ Years | Recreational Therapist to Data Analyst | Alex The Analyst Show 27;2024-12-17 13:30:12;8451;373;124;2237;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-12-17 08:30:12;2024;12;Q4;Tuesday;8;0.0441;0.0147;Morning
wQQR60KtnFY;Ultimate Data Analyst Bootcamp [24 Hours!] for FREE | SQL, Excel, Tableau, Power BI, Python, Azure;2024-12-10 05:00:49;558080;23849;850;84768;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Data analyst bootcamp","free data analyst bootcamp","data bootcamp","sql bootcamp","python bootcamp","excel bootcamp",bootcamp};2024-12-10 00:00:49;2024;12;Q4;Tuesday;0;0.0427;0.0015;Early Morning
oHte3qFa-oY;Learn AWS for Analytics in Under 2 Hours | S3, Athena, Glue, Glue DataBrew, Quicksight;2024-12-03 13:00:56;21144;642;37;6097;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-12-03 08:00:56;2024;12;Q4;Tuesday;8;0.0304;0.0017;Morning
P7p2OZj9ewU;Learn Azure for Analytics in Under 90 Minutes | Azure Synapse Analytics, SQL Databases, ADF + More;2024-11-26 13:00:27;15159;377;23;4637;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-11-26 08:00:27;2024;11;Q4;Tuesday;8;0.0249;0.0015;Morning
I0vQ_VLZTWg;Learn Power BI in Under 3 Hours | Formatting, Visualizations, Dashboards + Full Project;2024-11-19 13:00:31;299800;5067;176;7518;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-11-19 08:00:31;2024;11;Q4;Tuesday;8;0.0169;0.0006;Morning
tnz72ywhCoo;Coding with R and AI Now on Analyst Builder!;2024-11-12 13:01:10;5967;185;16;501;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-11-12 08:01:10;2024;11;Q4;Tuesday;8;0.031;0.0027;Morning
j8FSP8XuFyk;Learn Tableau in Under 2 hours | Dashboards, Relationships, Visualizations + Mini Project;2024-11-05 13:01:16;116335;2160;70;5410;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-11-05 08:01:16;2024;11;Q4;Tuesday;8;0.0186;0.0006;Morning
zXnQNytHCPM;Learn Excel in Under 3 Hours | Pivot Tables, Lookups, Data Cleaning;2024-10-29 12:01:19;66054;1693;74;9516;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-10-29 08:01:19;2024;10;Q4;Tuesday;8;0.0256;0.0011;Morning
Mdq1WWSdUtw;Learn Pandas in Under 3 Hours | Filtering, Joins, Indexing, Data Cleaning, Visualizations;2024-10-22 12:00:28;65250;1600;49;9607;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-10-22 08:00:28;2024;10;Q4;Tuesday;8;0.0245;0.0008;Morning
t1fQBD4B7xk;Learn Python in Under 3 Hours | Variables, For Loops, Web Scraping + Full Project;2024-10-15 12:01:10;46098;1292;43;9121;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-10-15 08:01:10;2024;10;Q4;Tuesday;8;0.028;0.0009;Morning
OT1RErkfLNQ;Learn SQL Beginner to Advanced in Under 4 Hours;2024-10-08 12:00:27;675931;15025;578;14698;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-10-08 08:00:27;2024;10;Q4;Tuesday;8;0.0222;0.0009;Morning
rxyLC247h6E;AWS Quicksight | AWS Essentials;2024-10-01 12:00:58;20989;307;9;730;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-10-01 08:00:58;2024;10;Q4;Tuesday;8;0.0146;0.0004;Morning
AycpRKyRagE;AWS Glue DataBrew and Glue | AWS Essentials;2024-09-24 12:00:16;9218;159;12;2732;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","aws glue","aws glue databrew",glue,"glue aws","glue tutorial"};2024-09-24 08:00:16;2024;9;Q3;Tuesday;8;0.0172;0.0013;Morning
K2GfrERtliU;Amazon Athena in AWS | AWS Fundamentals;2024-09-17 12:00:24;14266;258;10;1473;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","aws athena",athena,"athena tutorial"};2024-09-17 08:00:24;2024;9;Q3;Tuesday;8;0.0181;0.0007;Morning
xmVyaT-RuVo;Alex Freberg and Ben Rogojan Livestream | Everything Data Analytics and Data Engineering;2024-09-11 03:20:13;5969;198;8;4516;{};2024-09-10 23:20:13;2024;9;Q3;Tuesday;23;0.0332;0.0013;Evening
amb9bciHGSI;Landing a Data Job Course on Analyst Builder;2024-09-03 12:00:05;23899;822;96;500;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-09-03 08:00:05;2024;9;Q3;Tuesday;8;0.0344;0.004;Morning
hgaVi4sOHkM;S3 Storage in AWS | AWS Essentials;2024-08-27 12:00:47;10416;198;12;878;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",s3,"s3 buckets","s3 tutorial","tutorial for s3","s3 bucket tutorial"};2024-08-27 08:00:47;2024;8;Q3;Tuesday;8;0.019;0.0012;Morning
YSjbGET6R1A;AWS Setup and UI Walkthough | AWS;2024-08-20 12:00:41;12128;286;15;441;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","aws setup","aws account","how to setup aws","aws ui","aws ui walkthrough"};2024-08-20 08:00:41;2024;8;Q3;Tuesday;8;0.0236;0.0012;Morning
vDVcXXfc9e8;Getting Started in Azure Synapse Analytics | Azure Fundamentals;2024-08-13 12:01:05;26672;379;14;1177;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",azure,"azure synapse","azure synapse analytics","synapse analytics tutorials","azure synapse tutorial"};2024-08-13 08:01:05;2024;8;Q3;Tuesday;8;0.0142;0.0005;Morning
Vg6ys_JvXzg;August Q/A Livestream! Come Ask Me Anything!;2024-08-09 15:17:26;5326;223;18;5904;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",livestream};2024-08-09 11:17:26;2024;8;Q3;Friday;11;0.0419;0.0034;Morning
sge9qTf8GdY;Getting Started in Azure Data Factory | Azure Fundamentals;2024-08-06 12:00:57;34024;538;26;1471;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",azure,"azure data factory","azure data factory tutorial"};2024-08-06 08:00:57;2024;8;Q3;Tuesday;8;0.0158;0.0008;Morning
9ur0OpMADuM;How to use Azure SQL Databases | Azure Fundamentals;2024-07-30 12:00:10;39289;692;27;826;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",azure,"azure sql databases","sql databases in azure"};2024-07-30 08:00:10;2024;7;Q3;Tuesday;8;0.0176;0.0007;Morning
UTMuL_86gSQ;Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!;2024-07-25 12:00:34;56139;1601;165;367;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-07-25 08:00:34;2024;7;Q3;Thursday;8;0.0285;0.0029;Morning
sEImMaovc1Q;Blob Storage and Storage Accounts in Azure | Azure Fundamentals;2024-07-23 12:01:00;13127;246;11;941;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","azure storage accounts","azure storage",azure,"azure storing data"};2024-07-23 08:01:00;2024;7;Q3;Tuesday;8;0.0187;0.0008;Morning
ZYps6TmBkWk;Azure Account Setup + $200 Free Credits | Azure Fundamentals;2024-07-16 12:00:38;22916;488;30;397;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",azure,"azure setup","azure ui","azure walkthrough"};2024-07-16 08:00:38;2024;7;Q3;Tuesday;8;0.0213;0.0013;Morning
zv1nfZTYpio;Building a Fully Interactive Web App using Shiny for Python;2024-07-09 12:01:07;14846;373;23;3592;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","shiny project","shiny full project","shiny tutorial"};2024-07-09 08:01:07;2024;7;Q3;Tuesday;8;0.0251;0.0015;Morning
rn0dSsYXhIE;Shiny for Python Components and Layouts | Customizing You Web App;2024-07-02 12:01:00;6031;170;13;1448;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",shiny,"shiny components","shiny layouts","shiny tutorials"};2024-07-02 08:01:00;2024;7;Q3;Tuesday;8;0.0282;0.0022;Morning
siHou7lObbo;Shiny for Python Setup and Install | Deploying First Shiny App;2024-06-25 12:00:53;13702;333;38;864;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",shiny,"shiny for python","python shiny","shiny for python setup","shiny setup"};2024-06-25 08:00:53;2024;6;Q2;Tuesday;8;0.0243;0.0028;Morning
wJiJXD7MVoY;'Is the Economy on the Brink of a Recession? | Let''s Look at the Data!';2024-06-18 12:00:06;13744;812;133;1279;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",economy,"economic data","how is the economy doing","economy data","data about economy","will economy get better","will economy get worse"};2024-06-18 08:00:06;2024;6;Q2;Tuesday;8;0.0591;0.0097;Morning
BzwAZ1k3WEY;Top 5 Most Common Excel Functions in Excel;2024-06-11 12:00:10;8957;379;9;1007;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-06-11 08:00:10;2024;6;Q2;Tuesday;8;0.0423;0.001;Morning
5q2u8__sVhs;'5 Awesome Excel Functions You''ve Probably Never Heard Of';2024-06-04 12:00:09;6413;237;17;844;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-06-04 08:00:09;2024;6;Q2;Tuesday;8;0.037;0.0027;Morning
UJbNEH0_nGY;How to Create Custom Functions in Excel | Lambda Functions;2024-05-28 12:00:23;7387;239;11;994;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-05-28 08:00:23;2024;5;Q2;Tuesday;8;0.0324;0.0015;Morning
oz2K4HUNMW4;Top 5 Most Popular Functions In Microsoft Excel;2024-05-21 12:00:53;16254;452;27;992;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",Excel,"Microsoft Excel","Functions in excel"};2024-05-21 08:00:53;2024;5;Q2;Tuesday;8;0.0278;0.0017;Morning
Y-4ri9QjsTI;Infrastructure of Analyst Builder | Entire Tech Stack | Part 3;2024-05-14 12:00:28;5760;89;10;2740;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-05-14 08:00:28;2024;5;Q2;Tuesday;8;0.0155;0.0017;Morning
F5v2dRYU5IA;2 Hour Data Analyst Interview Masterclass | Interview Better Than The Competition;2024-05-07 15:16:53;106726;3338;81;7480;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",livestream};2024-05-07 11:16:53;2024;5;Q2;Tuesday;11;0.0313;0.0008;Morning
_R6K1aNtKpE;Challenges of Creating Analyst Builder | Challenges of a Startup | Part 2;2024-05-07 12:00:30;2540;65;11;2707;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-05-07 08:00:30;2024;5;Q2;Tuesday;8;0.0256;0.0043;Morning
5tKmTdvEAVk;How We Started Analyst Builder | How We Created It | Part 1;2024-04-30 12:00:07;6740;215;35;1367;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-04-30 08:00:07;2024;4;Q2;Tuesday;8;0.0319;0.0052;Morning
QYd-RtK58VQ;MySQL Exploratory Data Analysis | Full Project;2024-04-23 12:00:21;126119;2963;138;1964;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-04-23 08:00:21;2024;4;Q2;Tuesday;8;0.0235;0.0011;Morning
c5ko0sedE7k;750k Subscriber Livestream! | Giveaways | Songs | Q/A;2024-04-18 18:35:41;5189;229;13;4996;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",livestream};2024-04-18 14:35:41;2024;4;Q2;Thursday;14;0.0441;0.0025;Afternoon
4UltKCnnnTA;Data Cleaning in MySQL | Full Project;2024-04-16 12:00:05;303096;6558;949;3071;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-04-16 08:00:05;2024;4;Q2;Tuesday;8;0.0216;0.0031;Morning
BV5ckMNNvi4;How to get Promoted as a Data Analyst | Alex The Analyst Show Episode 26;2024-04-09 12:00:08;9015;283;85;3374;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-04-09 08:00:08;2024;4;Q2;Tuesday;8;0.0314;0.0094;Morning
QMUZ5HfWMRc;Triggers and Events in MySQL | Advanced MySQL Series;2024-04-02 12:00:19;111649;3588;142;882;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-04-02 08:00:19;2024;4;Q2;Tuesday;8;0.0321;0.0013;Morning
7b8ViCqD9JM;How to give up on the job search fast;2024-03-27 12:19:35;28361;2107;33;52;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-03-27 08:19:35;2024;3;Q1;Wednesday;8;0.0743;0.0012;Morning
7vnxpcqmqNQ;Stored Procedures in MySQL | Advanced MySQL Series;2024-03-26 12:00:12;116857;2240;75;757;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-03-26 08:00:12;2024;3;Q1;Tuesday;8;0.0192;0.0006;Morning
uEk07jXdKOo;Temp Tables in MySQL | Advanced MySQL Series;2024-03-19 12:00:56;78999;1661;64;466;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-03-19 08:00:56;2024;3;Q1;Tuesday;8;0.021;0.0008;Morning
UC7uvOqcUTs;CTEs in MySQL | Advanced MySQL Series;2024-03-12 12:00:23;134522;2221;69;631;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-03-12 08:00:23;2024;3;Q1;Tuesday;8;0.0165;0.0005;Morning
1KEbiqRWOkA;7 Mistakes to Avoid During Your Data Analyst Job Search;2024-03-05 13:00:01;19973;753;50;714;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-03-05 08:00:01;2024;3;Q1;Tuesday;8;0.0377;0.0025;Morning
8zOkBTs0yxs;Q/A Livestream | February Livestream | Ask Me Anything!;2024-02-29 17:10:18;5627;188;7;5697;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",livestream};2024-02-29 12:10:18;2024;2;Q1;Thursday;12;0.0334;0.0012;Afternoon
7NBt0V8ebGk;Window Functions in MySQL | Intermediate MySQL;2024-02-27 13:00:08;155197;4172;118;809;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-02-27 08:00:08;2024;2;Q1;Tuesday;8;0.0269;0.0008;Morning
FGC0cCAgGu0;Twitter making me tear up over here 🥹;2024-02-23 13:34:27;7502;305;12;16;{};2024-02-23 08:34:27;2024;2;Q1;Friday;8;0.0407;0.0016;Morning
Vj6RqA_X-IE;Subqueries in MySQL | Intermediate MySQL;2024-02-20 13:00:32;130188;2113;82;661;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-02-20 08:00:32;2024;2;Q1;Tuesday;8;0.0162;0.0006;Morning
RYIiOG4LsvQ;Case Statements in MySQL | Intermediate MySQL;2024-02-13 13:00:19;116972;2060;103;533;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-02-13 08:00:19;2024;2;Q1;Tuesday;8;0.0176;0.0009;Morning
_nf56aMPdZE;Microsoft Copilot Full Review | AI in Word, PowerPoint, Excel and More!;2024-02-06 13:00:35;86081;1031;51;1485;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-02-06 08:00:35;2024;2;Q1;Tuesday;8;0.012;0.0006;Morning
XbDRYzYUmMo;Top 5 Emerging Trends in 2024 | CareerFoundry Webinar;2024-01-30 17:30:05;13447;474;10;4496;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-01-30 12:30:05;2024;1;Q1;Tuesday;12;0.0352;0.0007;Afternoon
KRXSJb9ql1Y;String Functions in MySQL | Intermediate MySQL Series;2024-01-30 13:00:17;130436;2257;75;714;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-01-30 08:00:17;2024;1;Q1;Tuesday;8;0.0173;0.0006;Morning
iTQW_nDp938;Unions in MySQL | Intermediate MySQL;2024-01-23 13:00:41;125614;2264;81;442;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-01-23 08:00:41;2024;1;Q1;Tuesday;8;0.018;0.0006;Morning
lXQzD09BOH0;Joins in MySQL | Intermediate MySQL;2024-01-16 13:00:42;265362;3798;167;1031;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-01-16 08:00:42;2024;1;Q1;Tuesday;8;0.0143;0.0006;Morning
xtC3212t4hI;Is my background in Data Analytics?;2024-01-15 14:22:09;30519;2066;32;57;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-01-15 09:22:09;2024;1;Q1;Monday;9;0.0677;0.001;Morning
KZKizyBS9YM;Solving VERY HARD SQL Interview Questions on Analyst Builder;2024-01-11 13:00:16;22568;561;23;1023;{"Data Analyst Career","Data Analytics","Alex The Analyst","Analyst Builder","Analyst Builder Questions","Analyst Builder Courses","SQL Technical Interview Questions","SQL Interview Questions","SQL Questions","hard sql interview questions","Easy sql interview questions","medium sql interview questions","interview questions","technical interview questions","technical interview practice","sql technical interview practice website","website to practice for technical interviews"};2024-01-11 08:00:16;2024;1;Q1;Thursday;8;0.0249;0.001;Morning
I0_ca6iyo6w;Solving HARD SQL Interview Questions on Analyst Builder;2024-01-09 13:00:24;30011;618;36;1286;{"Data Analyst Career","Data Analytics","Alex The Analyst","Analyst Builder","Analyst Builder Questions","Analyst Builder Courses","SQL Technical Interview Questions","SQL Interview Questions","SQL Questions","hard sql interview questions","Easy sql interview questions","medium sql interview questions","interview questions","technical interview questions","technical interview practice","sql technical interview practice website","website to practice for technical interviews"};2024-01-09 08:00:24;2024;1;Q1;Tuesday;8;0.0206;0.0012;Morning
GZS7AgQ4Ksg;Hard Skills vs Soft Skills;2024-01-08 13:06:02;14971;1026;7;30;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2024-01-08 08:06:02;2024;1;Q1;Monday;8;0.0685;0.0005;Morning
aofB2t5o2ao;Consulting and Freelancing in Data Analytics | ATA Show: Episode 25;2023-10-17 12:00:04;19512;725;262;4443;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-10-17 08:00:04;2023;10;Q4;Tuesday;8;0.0372;0.0134;Morning
-DwpkgtJjGw;Data Analyst vs Business Analyst;2023-10-13 13:37:21;131403;6998;49;59;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-10-13 09:37:21;2023;10;Q4;Friday;9;0.0533;0.0004;Morning
fT-8mRf_-Hk;Solving Medium SQL Interview Questions on Analyst Builder;2024-01-04 13:00:28;32980;728;48;744;{"Data Analyst Career","Data Analytics","Alex The Analyst","Analyst Builder","Analyst Builder Questions","Analyst Builder Courses","SQL Technical Interview Questions","SQL Interview Questions","SQL Questions","hard sql interview questions","Easy sql interview questions","medium sql interview questions","interview questions","technical interview questions","technical interview practice","sql technical interview practice website","website to practice for technical interviews"};2024-01-04 08:00:28;2024;1;Q1;Thursday;8;0.0221;0.0015;Morning
ZHaYOC0H5KE;Solving Easy SQL Interview Questions on Analyst Builder;2024-01-02 13:00:25;60062;1334;58;738;{"Data Analyst Career","Data Analytics","Alex The Analyst","Analyst Builder","Analyst Builder Questions","Analyst Builder Courses","SQL Technical Interview Questions","SQL Interview Questions","SQL Questions","hard sql interview questions","Easy sql interview questions","medium sql interview questions","interview questions","technical interview questions","technical interview practice","sql technical interview practice website","website to practice for technical interviews"};2024-01-02 08:00:25;2024;1;Q1;Tuesday;8;0.0222;0.001;Morning
K0-8G3DgjA4;How I Would Become a Data Analyst if I had to Start Over in 2024 | 6 Month Plan;2023-12-26 13:00:10;412892;16290;499;661;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","become a data analyst","how to become a data analyst","what is a data analyst"};2023-12-26 08:00:10;2023;12;Q4;Tuesday;8;0.0395;0.0012;Morning
ZnAydTqCtFU;Limit + Aliasing in MySQL | MySQL Beginner Series;2023-12-19 13:00:24;134840;2593;86;237;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-12-19 08:00:24;2023;12;Q4;Tuesday;8;0.0192;0.0006;Morning
qPOmj22QX04;Practice SQL and Python right on your Phone!;2023-12-13 16:12:42;9884;638;20;28;{};2023-12-13 11:12:42;2023;12;Q4;Wednesday;11;0.0645;0.002;Morning
XD1ul5fpnGI;Analyst Builder Full Launch! | The Learning Platform Built for Data Analysts;2023-12-12 13:00:21;25009;1024;110;987;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-12-12 08:00:21;2023;12;Q4;Tuesday;8;0.0409;0.0044;Morning
kifhSqep9UM;Analyst Builder Full Launch LiveStream | 20% Off Code & Giveaways;2023-12-11 19:04:05;12042;475;14;16464;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-12-11 14:04:05;2023;12;Q4;Monday;14;0.0394;0.0012;Afternoon
dCNjUOc1cBY;Having vs Where in MySQL | Beginner MySQL Series;2023-12-05 13:00:35;158939;2834;49;226;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-12-05 08:00:35;2023;12;Q4;Tuesday;8;0.0178;0.0003;Morning
lEjmgE-hogg;#Excel is Frustrating;2023-11-29 18:00:02;12314;791;11;47;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-11-29 13:00:02;2023;11;Q4;Wednesday;13;0.0642;0.0009;Afternoon
qxj3dx0c7RM;7 Mistakes to Avoid in Your Data Analytics Job Search | CareerFoundry Webinar;2023-11-28 17:36:39;14274;432;11;4297;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-11-28 12:36:39;2023;11;Q4;Tuesday;12;0.0303;0.0008;Afternoon
zgYqUP_PhQo;Group By + Order By in MySQL | Beginner MySQL Series;2023-11-28 13:00:57;212914;3688;85;646;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-11-28 08:00:57;2023;11;Q4;Tuesday;8;0.0173;0.0004;Morning
MARn_mssG4A;Where Clause in MySQL | Beginner MySQL Series;2023-11-21 13:00:24;231250;3683;124;747;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-11-21 08:00:24;2023;11;Q4;Tuesday;8;0.0159;0.0005;Morning
TGAUZQJaQbQ;Why Data Analysts Hate Using Excel;2023-11-14 13:00:21;26089;971;140;444;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-11-14 08:00:21;2023;11;Q4;Tuesday;8;0.0372;0.0054;Morning
HYD8KjPB9F8;Select Statement in MySQL | Beginner MySQL Series;2023-11-07 13:00:11;361955;4536;163;660;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2023-11-07 08:00:11;2023;11;Q4;Tuesday;8;0.0125;0.0005;Morning
