video_id;title;published_at;views;likes;comments;duration_seconds;tags_array;published_us_est;published_year;published_month;published_quarter;published_weekday;published_hour;like_ratio;comment_ratio;publish_time_of_day
DKrSgSy6F1o;100k Livestream | Announcing Giveaway Winners | Trimming Mustache | Answering Questions;2021-08-13 14:38:59;4749;191;26;3728;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","100k livestream","alex the analyst 100k"};2021-08-13 10:38:59;2021;8;Q3;Friday;10;0.0402;0.0055;Morning
_zxPx1PQCqI;I Am No Longer a Data Analyst | Turning Down PwC | New Job;2021-08-11 11:30:05;143348;4396;481;959;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","new job","data analyst promotion","data analyst career path","working at pwc","pwc data analyst","data analyst pwc"};2021-08-11 07:30:05;2021;8;Q3;Wednesday;7;0.0307;0.0034;Morning
GQj6_6V_jVA;Advanced SQL Tutorial | String Functions + Use Cases;2021-02-04 12:00:04;189554;4623;156;829;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","string functions","sql string functions","string functions in SQL"};2021-02-04 07:00:04;2021;2;Q1;Thursday;7;0.0244;0.0008;Morning
UGF49YZZRNc;When To Start Applying To Your First Data Analyst Job;2021-07-21 11:30:04;92297;4808;244;251;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","when to start applying","first data analyst job","When to apply for a data analyst job","when to apply for a data analyst position","When To Start Applying To Your First Data Analyst Job","When to start applying for a data job","data analyst job","data analyst applying","applying for a data analyst job"};2021-07-21 07:30:04;2021;7;Q3;Wednesday;7;0.0521;0.0026;Morning
NrBJmtD0kEw;Advanced SQL Tutorial | Stored Procedures + Use Cases;2021-03-16 11:00:07;493101;8378;203;375;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","stored procedures","sql stored procedures","stored procedures sql","how to use a stored procedure","what is a stored procedure","stored proc sql","stored proc","sql stored proc"};2021-03-16 07:00:07;2021;3;Q1;Tuesday;7;0.017;0.0004;Morning
ocdwh0KYeUs;How to Create a Portfolio Website for FREE;2021-06-29 11:30:13;746860;16363;831;2129;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Data Analyst portfolio","Data Analyst Portfolio website","Data science portfolio website","data science portfolio project","data science portfolio","how to create a portfolio","how to create a portfolio website","how to create a data analyst portfolio","how to create a data science portfolio","portfolio website","data analyst portfolio website free","how to create a free website"};2021-06-29 07:30:13;2021;6;Q2;Tuesday;7;0.0219;0.0011;Morning
iPYVYBtUTyE;Data Analyst Portfolio Project | Correlation in Python | Project 4/4;2021-06-22 11:30:05;200933;3446;527;3645;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","portfolio project","data analyst portfolio project","analyst portfolio project","data scientist portfolio project","python portfolio project","pandas portfolio project",python,"python programming project","python project","data analyst python","data analyst python project"};2021-06-22 07:30:05;2021;6;Q2;Tuesday;7;0.0171;0.0026;Morning
dMHWOhgzUhU;How To Get a Data Analyst Job (with No Experience);2021-06-08 11:30:12;491872;21005;610;457;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how to become a data analyst","data analyst with no experience","how to become a data analyst with no experience","becoming a data analyst with no experience","data analyst no experience","how to become a data analyst in 2021"};2021-06-08 07:30:12;2021;6;Q2;Tuesday;7;0.0427;0.0012;Morning
A-LkxegXFX8;My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19;2021-06-03 11:30:01;6435;244;108;1585;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Alex The Analyst wife"};2021-06-03 07:30:01;2021;6;Q2;Thursday;7;0.0379;0.0168;Morning
RJw-GSXXguA;Favorite Tableau and Power BI Courses on Udemy;2021-06-01 11:30:03;34169;882;86;623;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Udemy courses","data analyst courses","tableau courses","power bi courses","Tableau vs power bi","best courses for data analysts"};2021-06-01 07:30:03;2021;6;Q2;Tuesday;7;0.0258;0.0025;Morning
8rO7ztF4NtU;Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4;2021-05-25 11:30:01;454761;8425;887;3284;{"Alex The Analyst","Data Analyst portfolio project","Data Analyst Portfolio Projects","Projects for data analysts","data analyst tableau","Data Analyst project","Data cleaning in sql","sql for data cleaning","how to clean data in sql","how to clean data","how to clean data in sql server","Data cleaning","Data Analyst data cleaning","data cleaning for data analysts","data cleaning for data analysis","sql portfolio project","sql project"};2021-05-25 07:30:01;2021;5;Q2;Tuesday;7;0.0185;0.002;Morning
QILNlRvJlfQ;Data Analyst Portfolio Project | Tableau Visualization | Project 2/4;2021-05-18 11:30:04;411893;6379;470;3137;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Data Analyst portfolio project","Data Analyst Portfolio Projects","Projects for data analysts","Data Analyst Tableau project","Data Analyst data visualizaion","data analyst tableau","tableau for data analysis","tableau project","data analyst portfolio","how to create a data analyst portfolio"};2021-05-18 07:30:04;2021;5;Q2;Tuesday;7;0.0155;0.0011;Morning
SVv0WwPzaUg;Asking My Family What I Do For a Living;2021-05-11 11:00:08;3777;195;55;757;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","what does a data analyst do","how much money does a data analyst make","data analyst salary","data analyst family","data analyst questions","alex the analyst family","alex the analyst salary","Data Analyst funny"};2021-05-11 07:00:08;2021;5;Q2;Tuesday;7;0.0516;0.0146;Morning
qfyynHBFOsM;Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4;2021-05-04 11:00:31;2174630;37060;4370;4629;{"Alex The Analyst","data analyst project","data analyst portfolio","data analyst portfolio project","data analyst projects for beginners","data analyst projects for resume","data analyst sql project","data analyst github","data analyst tableau project","Portfolio project for data analyst","data exploration project","projects for data analysts","project for data analyst","data analyst projects","sql portfolio project","sql project","data analyst sql","sql project for data analyst"};2021-05-04 07:00:31;2021;5;Q2;Tuesday;7;0.017;0.002;Morning
m1KcNV-Zhmc;Advanced SQL Tutorial | Subqueries;2021-04-20 11:00:32;433034;9184;245;517;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",subqueries,"sql subquery","sql subqueries","subqueries in sql","subquery in sql","advanced sql"};2021-04-20 07:00:32;2021;4;Q2;Tuesday;7;0.0212;0.0006;Morning
IZRe0nwkuXc;Data Analyst Q/A #6 | Why Am I Not a Data Scientist?;2021-04-15 11:00:06;22431;819;147;1145;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst questions","data analyst questions and answers","data analyst Q and A","data analyst Q/A","Data Analyst AMA","Questions for Data Analyst"};2021-04-15 07:00:06;2021;4;Q2;Thursday;7;0.0365;0.0066;Morning
9RRQtNnq3s0;Google vs IBM Data Analytics Certificates | Which is Better?;2021-04-13 11:00:04;370675;12453;630;358;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","ibm data analyst","ibm data analytics","ibm data science","google data analyst","google data analytics","google professional certificate","ibm professional certificate","google vs ibm certificate","coursera google cert","coursera ibm cert","google vs ibm data analyst","google vs ibm data analytics certificate","ibm vs google certification","google vs ibm certification","google data analyst certification"};2021-04-13 07:00:04;2021;4;Q2;Tuesday;7;0.0336;0.0017;Morning
qewHAdfzLOw;Data Analyst Reacts: How to Go From Data Analyst to Data Scientist;2021-04-06 11:00:12;28349;963;85;748;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","reaction video","reacting to ken jee video","data analyst to data scientist","going from data analyst to data scientist","how to become a data scientist","ken jee","ken jee video","data science",vlog,"data scientist","data science 2020","how to go from data analyst to data scientist","data analyst","data science career","data analyst vs data scientist","data science career path","data analyst jobs"};2021-04-06 07:00:12;2021;4;Q2;Tuesday;7;0.034;0.003;Morning
bHssBHfHWmU;Laptops for Data Analysts |  Specifications + Recommendations;2021-03-30 11:00:18;202431;4270;329;930;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst laptop","data science laptop","data analysis laptop","data scientist laptop","laptop for data analyst","laptop for data analysts","laptop for data scientists","laptops for data analysis","laptops for data science","best laptops for data analysis","best laptops for data analysts","best laptops for data science","best laptops for data scientists","best laptop","laptops for python"};2021-03-30 07:00:18;2021;3;Q1;Tuesday;7;0.0211;0.0016;Morning
A4OVjWeVb10;Best Machine Learning Courses on Coursera;2021-03-23 11:00:02;63200;1861;83;399;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","machine learning","coursera machine learning","machine learning coursera","machine learning courses","best machine learning courses","best machine learning courses on coursera","coursera best machine learning courses","coursera best machine learning","best ml courses","ml courses"};2021-03-23 07:00:02;2021;3;Q1;Tuesday;7;0.0294;0.0013;Morning
SIseim20_Dc;Will Data Analysts Be Automated? | Alex The Analyst | Episode 18;2021-03-18 11:00:08;16485;482;117;1687;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Will Data Analysts","will data analysts be automated","data analyst automation","automation in data analysis","automation of data analysts","data analysis automation","will data analysis be automated"};2021-03-18 07:00:08;2021;3;Q1;Thursday;7;0.0292;0.0071;Morning
wnapnTAMj68;'Google Data Analytics Professional Certificate | It''s Finally Here!';2021-03-12 12:00:17;370944;11208;1169;874;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","google data analyst","google data analyst certificate","google data analyst certification","google data","data analyst google","google certification","google certificate","google certificate data","google certificate data analyst","google certification programs","google data analyst course","google data analytics certification","google data analytics certificate","google data analytics course"};2021-03-12 07:00:17;2021;3;Q1;Friday;7;0.0302;0.0032;Morning
duMcYRtQITA;Google Data Analytics Certificate | Coming Out Soon!;2021-03-04 12:15:01;51809;2357;315;464;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","google data analyst","google data analyst certificate","google data analyst certification","google data","data analyst google","google certification","google certificate","google certificate data","google certificate data analyst","google certification programs","google data analyst course","google data analytics certification","google data analytics certificate","google data analytics course"};2021-03-04 07:15:01;2021;3;Q1;Thursday;7;0.0455;0.0061;Morning
QG1fo7LFesA;Reviewing Your Data Analyst Resumes | Part 2;2021-03-02 12:00:08;24995;586;77;2436;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","How to become a data analyst","data analyst resume","data analyst resume tips","how to create a data analyst resume","data science resume","data science resume tips","data analyst resumes",resume,"resume for data analyst"};2021-03-02 07:00:08;2021;3;Q1;Tuesday;7;0.0234;0.0031;Morning
pYRG5X7110M;Best Course to Learn Statistics for Data Analysis;2021-02-25 12:00:13;126924;3079;93;372;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","statistics course","data analysis statistics","do I need to know statistics","statistics for data science","statistics for data analysis",statistics,"statistics for data analytics","statistics course for data","best statistics course"};2021-02-25 07:00:13;2021;2;Q1;Thursday;7;0.0243;0.0007;Morning
NViKsiGP4TY;DataQuest Review | Is it Worth it?;2021-02-23 12:00:19;25639;431;46;1040;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",dataquest,"dataquest review","dataquest vs datacamp","data quest 2021","dataquest 2020","dataquest review 2020","dataquest review 2021","dataquest for free","dataquest for python","dataquest for data analysis"};2021-02-23 07:00:19;2021;2;Q1;Tuesday;7;0.0168;0.0018;Morning
1gdKC5O0Pwc;R vs Python | Which is Better for Data Analysis?;2021-02-16 12:00:00;238940;5239;412;711;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","r vs python","python vs r","r for data analysis","r for data science","python for data analysis","python for data science"};2021-02-16 07:00:00;2021;2;Q1;Tuesday;7;0.0219;0.0017;Morning
RF0LE3hYFrI;Advanced SQL Tutorial | Temp Tables;2021-02-02 12:00:13;273356;5881;147;619;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","temp tables","temp tables sql","temporary tables sql","sql temp","sql temp tables","how to use temp tables","how to use temp tables in sql"};2021-02-02 07:00:13;2021;2;Q1;Tuesday;7;0.0215;0.0005;Morning
8o-O6pR6yAE;IBM Data Analyst Certificate Study Session;2021-01-30 15:33:41;5313;173;22;4910;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","ibm data analyst certificate","coursera ibm data analyst",coursera};2021-01-30 10:33:41;2021;1;Q1;Saturday;10;0.0326;0.0041;Morning
rZpfNh28nFI;Data Analyst Q&A LIVE #4;2020-10-30 15:13:53;3559;104;25;4151;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics"};2020-10-30 11:13:53;2020;10;Q4;Friday;11;0.0292;0.007;Morning
eFDbE5Yunj0;IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?;2021-01-26 12:00:22;134638;3299;308;446;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","ibm data analyst","icm data analyst coursera","ibm data analyst certificate","ibm data analyst professional certificate","ibm certificate","ibm data science","ibm data science professional certificate","ibm data science certificate","coursera courses","is the ibm data analyst certificate worth it","ibm data analyst certificate review","ibm data science certificate review","ibm data analyst review"};2021-01-26 07:00:22;2021;1;Q1;Tuesday;7;0.0245;0.0023;Morning
D9bNctNnAig;DataCamp Review | Is it Worth it?;2021-01-21 12:00:03;207381;4214;272;975;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",Datacamp,"Datacamp review","is data camp worth it","datacamp for r","datacamp for python","datacamp for sql","datacamp for data analysts","data camp for data scientists","datacamp for data scientists","datacamp for beginners","datacamp python for beginners"};2021-01-21 07:00:03;2021;1;Q1;Thursday;7;0.0203;0.0013;Morning
VsztBAEtC7c;Best Python Course for Data Analysts;2021-01-19 12:00:09;56276;1386;119;518;{"Data Analyst","Data Analytics","Alex The Analyst","Best Python Course for Data Analysts","best python course","best data analyst course","best data science course","best data analyst courses","best data science courses","best courses for data analysts","best courses for data scientists","courses for python","Udemy courses for data science","udemy courses for data analysts","python course on pandas","python course on numpy","python course on machine learning","Python course"};2021-01-19 07:00:09;2021;1;Q1;Tuesday;7;0.0246;0.0021;Morning
T3KMZoXrVTQ;Top 5 Data Analyst Skills;2021-01-12 12:00:07;34924;1405;172;351;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","alex the analyst","best data analyst skills","top data analyst skills","data analyst skills","top 5 data analyst skills","skill for data analysts","skills for data analysts","data analyst skill set","data analyst skills in 2021","best data analyst skills in 2021","data analyst skills required","data analyst skills needed","skills needed to become a data analyst","skills to become data analyst"};2021-01-12 07:00:07;2021;1;Q1;Tuesday;7;0.0402;0.0049;Morning
tJaDicmRW7s;Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17;2021-01-07 12:00:28;15504;497;146;1665;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst industries","data science industries","best data analyst industries","best data science industries","data industries","best data industries"};2021-01-07 07:00:28;2021;1;Q1;Thursday;7;0.0321;0.0094;Morning
hfRcaRw_atI;Top 5 Data Analyst Interview Mistakes;2021-01-05 12:00:10;105596;2597;73;328;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Data Analyst Interview","Data Analyst Interviews","Data Analyst Interview Mistakes","top interview mistakes","Interview Mistakes","Data Analyst interview questions","data analyst interview preparation"};2021-01-05 07:00:10;2021;1;Q1;Tuesday;7;0.0246;0.0007;Morning
aPDOGxrONy0;2020 Year End Review + Upcoming Giveaway Details;2020-12-31 12:00:01;1584;140;101;217;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex the analyst","year end review","2020 year end review","Alex The Analyst Giveaway"};2020-12-31 07:00:01;2020;12;Q4;Thursday;7;0.0884;0.0638;Morning
w25ZjL0OqT4;Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16;2020-12-24 12:00:19;42244;1208;137;3086;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","data analyst resume","data analyst resume tips","how to create a data analyst resume","data science resume","data science resume tips","data analyst resumes"};2020-12-24 07:00:19;2020;12;Q4;Thursday;7;0.0286;0.0032;Morning
ySq0cgkZiX4;Top 10 Udemy Courses for Data Analysts;2020-10-22 15:14:21;195103;5189;304;657;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Udemy Courses","Udemy courses for data analyst","Udemy courses for Data Scientist","Udemy courses for data","Data analyst courses","Data scientist courses","Udemy courses for SQL","Udemy courses for excel","Udemy courses for free","Udemy courses for data analysis","Udemy courses for Python"};2020-10-22 11:14:21;2020;10;Q4;Thursday;11;0.0266;0.0016;Morning
EWPeAXrF3zg;Solving Medium Level SQL LeetCode Questions | Part 2/3;2020-12-22 12:00:04;12087;251;33;1286;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Leetcode for data analysts","Leetcode for data analyst","Leetcode for Data Scientist","LeetCode for Data Science","Leetcode for interviews","Leetcode for interview prep","SQL Leetcode","Leetcode for SQL","Database leetcode questions","SQL Leetcode questions","SQL Leetcode problems","Solving Leetcode problems","Solving leetcode questions sql","leetcode medium","medium level leetcode"};2020-12-22 07:00:04;2020;12;Q4;Tuesday;7;0.0208;0.0027;Morning
ru0Xdvxd37Q;Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15;2020-12-17 12:00:12;47419;1554;211;1600;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","entry level vs senior level","entry level data analyst vs mid level data analyst","entry vs mid level","entry level data analyst","entry vs mid vs senior level","entry vs mid vs senior level data analyst","mid level data analyst","senior level data analyst","junior vs mid vs senior analyst","junior vs mid vs senior level data analyst","levels of being a data analyst"};2020-12-17 07:00:12;2020;12;Q4;Thursday;7;0.0328;0.0044;Morning
BAVPAYWAoC4;Data Engineer vs Data Analyst | Which Is Right For You?;2020-12-15 12:00:08;87050;2828;147;399;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","data engineer","data engineer job description","data engineer salary","data engineer skills","data engineer vs data analyst","data analyst vs data engineer","data analyst salary","data analyst job description","data analyst skills","data engineer vs","data analyst vs"};2020-12-15 07:00:08;2020;12;Q4;Tuesday;7;0.0325;0.0017;Morning
-Inc1be4zSg;'The Hiring Process from an Interviewer''s Perspective | Alex The Analyst Show | Episode 1';2020-09-03 15:38:28;22305;707;85;1624;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Hiring Process","Hiring Process from interviewers perspective","The complete Hiring process","what is the hiring process",Interviewer,Interviewing};2020-09-03 11:38:28;2020;9;Q3;Thursday;11;0.0317;0.0038;Morning
whgwEwA5SHU;How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14;2020-12-10 12:00:30;3121;97;54;1571;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","how to find out your coworkers salary","coworkers salary","why you should tell your coworkers your salary","find out coworkers salary","how much do your peers make","peers salary"};2020-12-10 07:00:30;2020;12;Q4;Thursday;7;0.0311;0.0173;Morning
K1WeoKxLZ5o;Advanced SQL Tutorial | CTE (Common Table Expression);2020-12-08 12:00:05;398388;6238;196;224;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","SQL Tutorial","Advanced SQL Tutorial","CTE SQL","CTE SQL Server","CTE Tutorial","How to use a CTE","How to use a CTE in SQL","CTE in SQL","What is a CTE"};2020-12-08 07:00:05;2020;12;Q4;Tuesday;7;0.0157;0.0005;Morning
0HRgbb1PcDQ;Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13;2020-12-03 12:00:00;23282;740;188;1628;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst Salary","How much does a data analyst make","Salary for data analyst","Salary for data scientist","data science salary","data scientist salary"};2020-12-03 07:00:00;2020;12;Q4;Thursday;7;0.0318;0.0081;Morning
D6XNlTfglW4;Intermediate SQL Tutorial | Partition By;2020-12-01 12:04:43;308014;6892;205;254;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Partition by","Partition by sql","SQL Partitions","SQL Partition by","Partitions sql"};2020-12-01 07:04:43;2020;12;Q4;Tuesday;7;0.0224;0.0007;Morning
MQ5UUNjWgug;Data Analyst Q/A LIVE #5 | AMA;2020-11-28 17:07:30;4903;131;18;5371;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","data analyst ama","data analyst q/a","questions for data analyst","questions for data analysis","data analyst job","data analyst position","data analyst day in the life","data science","data scientist","data analyst projects"};2020-11-28 12:07:30;2020;11;Q4;Saturday;12;0.0267;0.0037;Afternoon
JikLVP9DkPs;Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12;2020-11-25 11:00:05;24871;883;162;1603;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","realistic jobs on linkedin","data analyst jobs","data analyst career","data analyst jobs on linkedin","data science jobs","data scientist jobs","data analytics jobs"};2020-11-25 06:00:05;2020;11;Q4;Wednesday;6;0.0355;0.0065;Morning
yzqpYs7dIqY;Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11;2020-11-19 15:00:26;14665;571;207;1329;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","bad jobs on linkedin","data analyst jobs on linkedin","Unrealistic jobs on linkedin","5 years experience for entry level job","Crazy jobs on linkedin"};2020-11-19 10:00:26;2020;11;Q4;Thursday;10;0.0389;0.0141;Morning
7uH7_DThtX0;Top 3 Tips on Using LinkedIn to Land a Job;2020-11-17 14:11:52;346026;12180;251;410;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Linkedin for jobs","How to use linkedin to find a job","Linkedin for data analysts","best way to use linkedin to land a job","Finding a job through linkedin","how to use linkedin to land a job","Linkedin for job seekers","Linkedin for job hunting","best way to use linkedin to find a job","finding a job on linkedin","using linkedin to land a job","data science jobs","data analyst jobs"};2020-11-17 09:11:52;2020;11;Q4;Tuesday;9;0.0352;0.0007;Morning
GGLF2jLo8J4;What is No Code Analytics? | Alex The Analyst Show | Episode 10;2020-11-12 12:34:08;3925;122;81;1355;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","No Code Analytics","Alex The Analyst","what is no code analytics",Bubble,"No code analytics for data analyst","No code","No code platform","Should I learn no code analytics"};2020-11-12 07:34:08;2020;11;Q4;Thursday;7;0.0311;0.0206;Morning
BGBXnNvWdQ4;Solving LeetCode SQL Interview Questions | Part 1/3;2020-11-10 15:02:50;27518;701;66;1633;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics",Leetcode,"Leetcode for data analysts","Leetcode for data analyst","Leetcode for Data Scientist","LeetCode for Data Science","Leetcode for interviews","Leetcode for interview questions","Leetcode for interview prep","SQL Leetcode","Leetcode for SQL","Database leetcode questions","SQL Leetcode questions","SQL Leetcode problems","Solving Leetcode problems","Solving leetcode questions sql"};2020-11-10 10:02:50;2020;11;Q4;Tuesday;10;0.0255;0.0024;Morning
PurMLMKNX0I;What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9;2020-11-05 15:43:17;13939;396;118;3236;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Analytics Consulting","John Ariansen","How to get an analytics job","Free Lance Analytics","Freelance data Analytics","Freelance consulting","Data Analytics Consulting","Running an analytics company","Starting an Analytics Company"};2020-11-05 10:43:17;2020;11;Q4;Thursday;10;0.0284;0.0085;Morning
pvxNYyJuiqA;Data Analyst Skills Path | What Skills You NEED to Know;2020-11-03 15:13:12;77952;3607;270;286;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst Skills Path","Data Analyst Skills","Top Data Analyst Skills","Best Data Analyst Skills","Skills needed to become an analyst","Skills to become a data analyst","Skills needed to become a data analyst","top skills for an analyst","Data Analyst Skillset","Most important data analyst skills"};2020-11-03 10:13:12;2020;11;Q4;Tuesday;10;0.0463;0.0035;Morning
brxnKIy6Cek;Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8;2020-10-27 16:06:53;14502;565;223;1775;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Alex the analyst wife","Wife of alex the analyst","relationships in tech","data analyst work life balance","data analyst stress level","can data analysts get married"};2020-10-27 12:06:53;2020;10;Q4;Tuesday;12;0.039;0.0154;Afternoon
aJ9Q10v8Nrc;Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7;2020-10-20 14:08:32;180152;6204;985;1997;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics",Certifications,"Data Analyst Certification","Alex The Analyst","Certifications for data analysts","Data Science Certifications","Certifications for Data Scientists","Microsoft Certification","Tableau Certification","AWS Certification","Azure Certification","Coursera Certification","Data Scientist Certification","Udemy Certification","Tableau Certifications","Data Analyst Certifications"};2020-10-20 10:08:32;2020;10;Q4;Tuesday;10;0.0344;0.0055;Morning
C2ik_qR5GOU;Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6;2020-10-15 15:33:32;4853;180;74;1762;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","working at a startup","Data analyst at startup","data analyst fortune 500","startup vs big company","startup vs fortune 500 company","small vs big company","working at a small vs big company","working at a fortune 500 company"};2020-10-15 11:33:32;2020;10;Q4;Thursday;11;0.0371;0.0152;Morning
mLUzFXPPa4I;Top 10 Coursera Courses for Data Analysts;2020-10-13 14:40:18;115119;4899;288;633;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics",Coursera,"Coursera Courses","Coursera Courses for Data Analysts","Coursera Courses for Data Scientists","Coursera courses for data analysis","Coursera courses for data science","Best Data analyst courses","Best data science courses","best online courses for data analysts","best online courses for data scientists","data analyst coursera","data scientist coursera","coursera for data science"};2020-10-13 10:40:18;2020;10;Q4;Tuesday;10;0.0426;0.0025;Morning
XmFhpoS6Etk;Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5;2020-10-08 14:26:27;7610;373;176;1556;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Imposter Syndrome","Imposter Syndrome in Tech","feeling like an imposter at work","Data Analyst Imposter Syndrome","Data Science Imposter Syndrome","Data Scientist Imposter Syndrome"};2020-10-08 10:26:27;2020;10;Q4;Thursday;10;0.049;0.0231;Morning
1xT68oeQTd0;Data Analyst Expectations vs Reality;2020-10-06 14:52:33;75974;2796;187;236;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Expectation vs reality","Expectation vs reality Data Analyst","Data Analyst reality","Data Analyst Expectations","Data Analyst expectation vs reality","Data Scientist expectation vs reality","Data Scientist reality","data analyst expectations vs reality","Data scientist expectations vs reality"};2020-10-06 10:52:33;2020;10;Q4;Tuesday;10;0.0368;0.0025;Morning
