title,published_weekday,published_weekday,published_time_of_day,duration_seconds,views,likes,views_per_day,likes_per_day,tags_clean,is_outlier
"Guided Portfolio Projects on Coursera | Python, SQL, Excel, Power BI, and Tableau",Tuesday,Tuesday,Morning,501,60332,2177,60.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'portfolio projects', 'portfolio projects for data analysts', 'data analyst portfolio projects', 'data science portfolio project', 'coursera guided projects', 'coursera portfolio projects']",0
How to use Bins and Lists in Power BI | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,571,141272,2948,140.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Bins and Lists', 'Power BI Bins', 'Power BI Lists', 'How to use bins', 'how to use bins in power bi', 'how to use lists in power bi', 'power bi bins and lists']",0
How to use Conditional Formatting in Power BI | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,594,233171,3484,228.0,4.0,"['Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'conditional formatting', 'conditional formatting in power bi', 'how to use conditional formatting in power bi', 'power bi conditional formatting', 'power bi tutorials', 'power bi tutorials for beginners']",0
Top 8 Mistakes Beginner Data Analyst's Make | CareerFoundry Webinar,Wednesday,Wednesday,Afternoon,4249,77572,2069,76.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",0
Interviewing Ken Jee | The Face of Data Science on YouTube,Tuesday,Tuesday,Morning,1735,7408,257,8.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Ken Jee', 'Ken Jee interview', 'Ken jee data science', 'ken jee youtube', 'ken jee data', 'interviewing ken jee']",0
CareerFoundry Data Analytics Bootcamp Review | Bootcamp + Intro + Free Course Review,Tuesday,Tuesday,Morning,1361,28799,676,28.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'careerfoundry', 'careerfoundry review', 'careerfoundry analytics', 'careerfoundry data analytics review', 'careerfoundry data analyst bootcamp', 'careerfoundry bootcamp review']",0
How to use Drill Down in Power BI | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,362,275967,4553,265.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'drill down', 'drill down in power bi', 'how to drill down', 'how to use drill down', 'how to use drill down in power bi', 'power bi drill down', 'power bi drill down to another visual']",0
"Best Courses for Alternative Analyst Jobs | Marketing Analyst, Business Analyst, Financial Analyst",Tuesday,Tuesday,Morning,566,20876,876,20.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'courses for business analysts', 'courses for financial analysts', 'courses for sports analysts', 'courses for data analysts', 'courses for analysts', 'sports analyst', 'marketing analyst', 'marketing analyst courses', 'sports analyst courses', 'financial anlyst', 'financial analyst courses', 'business analyst', 'business analyst courses']",0
How to use DAX in Power BI | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,944,297874,5522,282.0,6.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'power bi tutorial', 'tutorial for power bi', 'power bi', 'power bi tutorial for beginners', 'beginner power bi', 'power bi beginner', 'power bi beginner tutorial', 'what is power bi', 'power bi beginner to expert', 'using dax in power bi', 'power bi dax', 'dax in power bi', 'how to use dax']",0
Tech Layoffs and Hiring Freezes | The Great Resignation | Alex The Analyst Show | Episode 23,Tuesday,Tuesday,Morning,2954,22051,613,21.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tech layoffs', 'hiring freezes', 'tech', 'great resignation', 'the great resignation']",0
How to Create and Manage Relationships in Power BI | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,516,377542,6174,353.0,6.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'power bi tutorial', 'tutorial for power bi', 'power bi', 'power bi tutorial for beginners', 'beginner power bi', 'power bi beginner', 'power bi beginner tutorial', 'what is power bi', 'power bi beginner to expert', 'Power bi relationships', 'Power bi modeling', 'modeling data in power bi', 'creating relationships in power bi']",0
Machine Learning Specialization on Coursera | Review,Tuesday,Tuesday,Morning,895,26360,814,25.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Machine Learning', 'Machine Learning Python', 'Machine Learning Specialization', 'Machine Learning Coursera', 'Machine Learning Course', 'Best Machine Learning course']",0
Meta Marketing Analytics Professional Certificate on Coursera | Review,Tuesday,Tuesday,Morning,1146,39515,1008,37.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Meta', 'Meta Marketing', 'Meta Marketing Analytics', 'Meta marketing course', 'Meta marketing analytics professional certificate', 'Certification by meta', 'Meta Certification', 'Meta Marketing Certification', 'Meta Marketing Analytics Review', 'Meta Marketing Analytics Certification']",0
Google's Secret Hiring Platform | Found in the Google Data Analytics Certification,Tuesday,Tuesday,Morning,612,45760,1640,42.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'foobar', 'foobar challenge', 'google hiring platform', 'secret google hiring platform', 'secret hiring platform google', 'google hiring', 'how google hires employees', 'how google hires data']",0
How to use Power Query in Power BI | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,787,499344,7482,454.0,7.0,"['Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'power bi tutorial', 'tutorial for power bi', 'power bi', 'power bi tutorial for beginners', 'beginner power bi', 'power bi beginner', 'power bi beginner tutorial', 'what is power bi', 'power bi beginner to expert', 'power query', 'power query editor', 'power query editor in power bi', 'power query editor in power bi deskptop', 'how to use power query', 'how to use power query editor in power bi']",0
Automating Crypto Website API Pull Using Python | Data Analyst Project,Tuesday,Tuesday,Morning,3074,84030,1373,76.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'crypto project', 'pulling data from an api', 'how to use an api', 'using api to pull data', 'crypto', 'data analyst project', 'data analyst automation', 'python automation', 'automating data pull in python', 'python automation job', 'python automation crypto']",0
How to use a Public API | Using a Public API with Python,Tuesday,Tuesday,Morning,841,61967,1850,56.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to use an api', 'using an api', 'public api', 'how to use a public api']",0
How to Install Power BI | Building First Visualization | Microsoft Power BI for Beginners,Tuesday,Tuesday,Morning,770,751908,12141,671.0,11.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'power bi tutorial', 'tutorial for power bi', 'power bi', 'power bi tutorial for beginners', 'beginner power bi', 'power bi beginner', 'power bi beginner tutorial', 'what is power bi', 'power bi beginner to expert']",0
MySQL vs Postgresql vs Microsoft SQL Server Management Tools | Which Option is Best?,Tuesday,Tuesday,Morning,965,162846,3311,145.0,3.0,"['Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'mysql', 'postresql', 'sql server', 'Microsoft sql server', 'difference between mysql and postgresql', 'mysql vs postgresql', 'mysql vs postgresql vs sql server', 'mysql vs postgresql vs Microsoft sql server', 'different types of sql', 'best type of sql', 'is mysql good', 'is postgresql good', 'best sql type', 'best version of sql', 'sql types']",0
Top 3 Tips to Stop Procrastinating to be Successful,Tuesday,Tuesday,Morning,400,33544,1673,30.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to stop procrastinating', 'data analyst procrastination', 'stop procrastinating', 'how to be successful', 'tips to stop procrastinating']",0
SQL vs NoSQL | What's the Difference?,Tuesday,Tuesday,Morning,355,65865,1929,58.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'sql vs nosql', 'nosql', 'nosql database', 'what is nosql', 'what is sql']",0
Database vs Data Warehouse vs Data Lake | What is the Difference?,Tuesday,Tuesday,Morning,322,929621,23896,810.0,21.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'database vs data warehouse', 'database vs data lake', 'database vs data warehouse vs data lake', 'data base vs data lake vs data warehouse', 'database vs data lake vs data warehouse', 'data warehouse', 'data lake', 'what is a database', 'what is a data warehouse', 'what is a data lake', 'what is a data lake vs data warehouse', 'data warehouse vs data lake']",0
How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22,Wednesday,Wednesday,Morning,2610,11990,325,11.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to manage time', 'how to manage work', 'working 60 hours', 'how to manage working 60 hours', 'how to manage working two jobs']",0
Things I HATE About Being a Data Analyst,Tuesday,Tuesday,Morning,634,36612,1515,32.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'why i hate data analytics', 'do people like being data analysts', 'data analyst cons', 'cons of being a data analyst', 'data analyst job satisfaction']",0
Best Website to Practice Technical Interview Questions,Tuesday,Tuesday,Morning,1305,20276,687,18.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'technical interview questions', 'technical interview for data analysts', 'data analyst technical interview questions', 'stratascratch', 'where to study technical interview questions', 'data analyst interview questions', 'data analyst interview']",0
Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21,Tuesday,Tuesday,Morning,2930,7172,276,7.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'working remote', 'pros and cons of working remote', 'pros of working remote', 'cons of working remote', 'is working remote good', 'working remotely']",0
Full Project in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,2450,1020533,21133,862.0,18.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorial', 'excel for data analysts', 'excel for data science', 'excel project', 'excel project for data analyst']",0
Top 5 Non-Technical Skills for Data Analysts,Tuesday,Tuesday,Morning,990,22241,820,19.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'soft skills', 'soft skills for data analyst', 'soft skills for data science', 'soft skills for data analysts', 'non-technical skills', 'non-technical skills for data science', 'non-technical skills for data analysts']",0
Cleaning Data in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,1264,685109,13797,569.0,12.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data cleaning in excel', 'excel for data analysts', 'data cleaning', 'excel data cleaning', 'how to clean data in excel', 'cleaning data in excel', 'excel']",0
Tableau Data Analyst Certification Review,Tuesday,Tuesday,Morning,769,71291,1670,59.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau', 'tableau certifications', 'tableau data analyst', 'tableau data analyst certification', 'certifications for tableau', 'certification for Tableau', 'tableau in 2022', 'should I learn tableau', 'tableau in 2021']",0
Job Title Alternatives for Data Analysts,Tuesday,Tuesday,Morning,732,26544,1022,22.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst job title', 'data analyst alternatives', 'alternatives to data analyst', 'alternative job titles for data analysts', 'job title alternatives for data analysts']",0
Best Coursera Courses for Data Analysts in 2022,Tuesday,Tuesday,Morning,572,124352,5831,102.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'coursera', 'coursera for data analyst', 'data analyst courses', 'data analyst courses on coursera', 'data analyst coursera', 'data science coursera', 'data analyst courses coursera', 'coursera courses for data analysts', 'data scientist courses', 'data science courses']",0
Understanding Your Data Analyst Salary Offer | What To Know Before Accepting,Tuesday,Tuesday,Morning,450,21165,719,18.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst salary', 'salary for data analyst', 'salary negotiations', 'tech salary', 'analyst salary']",0
Charts in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,911,180877,4320,146.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'charts in excel', 'how to use charts in excel', 'excel charts']",0
How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20,Tuesday,Tuesday,Morning,2944,23485,864,19.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how i became a data analyst', 'how I became a data manager', 'how I became an analytics manager', 'data analyst salary', 'analytics manager salary', 'analytics manager']",0
Conditional Formatting in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,1259,250405,5119,200.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'conditional formatting', 'conditional formatting in excel', 'how to use conditional formatting']",0
150k Subscriber Livestream!!,Monday,Monday,Morning,5138,3497,159,3.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Alex the analyst live stream', '150k live stream', 'Data Analyst live', 'Data Analyst live stream']",0
How To Become A Data Analyst In 2022,Tuesday,Tuesday,Morning,780,498366,21914,396.0,18.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to become a data analyst in 2022', 'how to become a data analyst', 'data analyst guide', 'data analyst tutorials', 'become a data analyst', 'how to get into data analytics', 'how to get an analytics job', 'analytics job', 'getting a data analyst job', 'data analytics job', 'life as a data analyst']",0
XLOOKUP in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,1127,302103,6141,239.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'xlookup', 'xlookup in excel', 'how to use xlookup', 'how to use xlookup in excel', 'xlookup tutorial']",0
Formulas in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,2034,492787,10127,387.0,8.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'formulas', 'formulas in excel', 'excel formulas', 'excel formulas for beginners']",0
Pivot Tables in Excel | Excel Tutorials for Beginners,Tuesday,Tuesday,Morning,1055,979370,19374,764.0,16.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'pivot tables in excel', 'excel for beginners', 'how to use a pivot table', 'how to use a pivot table in excel', 'pivot table excel']",0
Full Beginner Project in Tableau | Tableau Tutorials for Beginners,Tuesday,Tuesday,Morning,2658,344034,6589,267.0,6.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects', 'Tableau joins', 'joins in tableau', 'Tableau project', 'tableau portfolio project', 'projects in tableau', 'project for tableau']",0
How to use Joins in Tableau | Tableau Tutorials for Beginners,Tuesday,Tuesday,Morning,869,172689,4414,133.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects', 'Tableau joins', 'joins in tableau']",0
Top 5 Major Red Flags in Job Descriptions,Thursday,Thursday,Morning,421,18446,957,15.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'red flags', 'red flags in jobs', 'major red flags', 'red flags in data analyst jobs', 'red flags in data science jobs', 'big red flags', 'red flags in job interviews']",0
Truth About My Job (Song) - As a Data Analyst,Monday,Monday,Morning,198,11186,895,9.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'truth about my job song', 'truth song', 'truth about data analytics', 'reality of data analytics', 'reality of data science', 'data science song', 'data science songs', 'song about data', 'data song', 'songs about data science', 'truth about data analyst job', 'truth about data science song']",0
How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics,Tuesday,Tuesday,Morning,1220,11440,343,9.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'alteryx', 'webinar', 'alteryx webinar', 'how to become a data analyst', 'breaking into the data analyst field', 'data analytics', 'alteryx data analyst']",0
Choosing a Domain to Make More Money,Tuesday,Tuesday,Morning,521,20697,990,16.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'domain knowledge', 'data science domain', 'data analyst domain', 'is domain knowledge important', 'domain knowledge to make more money', 'domain vs technical skills', 'choosing a domain', 'how to choose a domain']",0
Top 5 Reasons Not to Become a Data Analyst,Wednesday,Wednesday,Morning,318,927272,19756,524.0,12.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'reasons not to become a data analyst', 'do not become a data analyst', 'top 5 reasons not to become a data analyst', 'reasons to not become a data analyst', 'should I become a data analyst']",0
How to Create Visualizations in Tableau | Tableau Tutorials for Beginners,Tuesday,Tuesday,Morning,845,214350,4656,159.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",0
How to use Calculated Fields and Bins in Tableau | Tableau Tutorials for Beginners,Tuesday,Tuesday,Morning,385,276822,5712,204.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",0
How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,Tuesday,Tuesday,Morning,1024,886479,19543,649.0,15.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",0
How NOT to Become a Data Analyst (Funny?),Tuesday,Tuesday,Morning,291,17495,711,13.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how not to become a data analyst', 'how to become a data analyst', 'becoming a data analyst', 'how to be a data analyst', 'Data analyst for beginners', 'how to get a data analyst job']",0
100k Subscriber Play Button Unboxing,Tuesday,Tuesday,Morning,396,2685,238,2.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', '100k subscriber', 'silver play button', '100k subscriber play button unboxing', 'silver play button unboxing', '100k subs alex the analyst', 'alex the analyst 100k']",0
Amazon Web Scraping Using Python | Data Analyst Portfolio Project,Tuesday,Tuesday,Morning,2834,310623,6801,223.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst portfolio projects', 'python web scraping', 'scraping data from amazon', 'web scraping with python', 'web scraping with beautifulsoup', 'web scraping data analysis', 'scraping data using beautifulsoup and requests', 'data analyst project']",0
Interviewing with PwC for a Senior Data Analyst Position,Tuesday,Tuesday,Morning,1389,99711,2631,72.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'interviewing at pwc', 'pwc interview', 'pwc', 'how to pass an interview at pwc', 'what is interviewing like at pwc', 'interview at pwc', 'pwc interviewing']",0
I Am No Longer a Data Analyst | Turning Down PwC | New Job,Wednesday,Wednesday,Morning,959,143348,4396,102.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'new job', 'data analyst promotion', 'data analyst career path', 'working at pwc', 'pwc data analyst', 'data analyst pwc']",0
Top 5 Data Analyst Interview Mistakes,Tuesday,Tuesday,Morning,328,105596,2597,65.0,2.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst Interview', 'Data Analyst Interviews', 'Data Analyst Interview Mistakes', 'top interview mistakes', 'Interview Mistakes', 'Data Analyst interview questions', 'data analyst interview preparation']",0
When To Start Applying To Your First Data Analyst Job,Wednesday,Wednesday,Morning,251,92297,4808,65.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'when to start applying', 'first data analyst job', 'When to apply for a data analyst job', 'when to apply for a data analyst position', 'When To Start Applying To Your First Data Analyst Job', 'When to start applying for a data job', 'data analyst job', 'data analyst applying', 'applying for a data analyst job']",0
Why You Need to Stop Taking Courses (From an Ex-Course Addict),Tuesday,Tuesday,Morning,211,130951,5625,92.0,4.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst courses', 'data science courses', 'data scientist courses', 'stop taking courses', 'why you should stop taking courses', 'are courses bad']",0
How to Create a Portfolio Website for FREE,Tuesday,Tuesday,Morning,2129,746860,16363,516.0,12.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst portfolio', 'Data Analyst Portfolio website', 'Data science portfolio website', 'data science portfolio project', 'data science portfolio', 'how to create a portfolio', 'how to create a portfolio website', 'how to create a data analyst portfolio', 'how to create a data science portfolio', 'portfolio website', 'data analyst portfolio website free', 'how to create a free website']",0
Data Analyst Portfolio Project | Correlation in Python | Project 4/4,Tuesday,Tuesday,Morning,3645,200933,3446,138.0,3.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'portfolio project', 'data analyst portfolio project', 'analyst portfolio project', 'data scientist portfolio project', 'python portfolio project', 'pandas portfolio project', 'python', 'python programming project', 'python project', 'data analyst python', 'data analyst python project']",0
How To Get a Data Analyst Job (with No Experience),Tuesday,Tuesday,Morning,457,491872,21005,335.0,15.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to become a data analyst', 'data analyst with no experience', 'how to become a data analyst with no experience', 'becoming a data analyst with no experience', 'data analyst no experience', 'how to become a data analyst in 2021']",0
My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,Thursday,Thursday,Morning,1585,6435,244,5.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Alex The Analyst wife']",0
Favorite Tableau and Power BI Courses on Udemy,Tuesday,Tuesday,Morning,623,34169,882,24.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Udemy courses', 'data analyst courses', 'tableau courses', 'power bi courses', 'Tableau vs power bi', 'best courses for data analysts']",0
Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4,Tuesday,Tuesday,Morning,3284,454761,8425,307.0,6.0,"['Alex The Analyst', 'Data Analyst portfolio project', 'Data Analyst Portfolio Projects', 'Projects for data analysts', 'data analyst tableau', 'Data Analyst project', 'Data cleaning in sql', 'sql for data cleaning', 'how to clean data in sql', 'how to clean data', 'how to clean data in sql server', 'Data cleaning', 'Data Analyst data cleaning', 'data cleaning for data analysts', 'data cleaning for data analysis', 'sql portfolio project', 'sql project']",0
Data Analyst Portfolio Project | Tableau Visualization | Project 2/4,Tuesday,Tuesday,Morning,3137,411893,6379,277.0,5.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst portfolio project', 'Data Analyst Portfolio Projects', 'Projects for data analysts', 'Data Analyst Tableau project', 'Data Analyst data visualizaion', 'data analyst tableau', 'tableau for data analysis', 'tableau project', 'data analyst portfolio', 'how to create a data analyst portfolio']",0
Asking My Family What I Do For a Living,Tuesday,Tuesday,Morning,757,3777,195,3.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'what does a data analyst do', 'how much money does a data analyst make', 'data analyst salary', 'data analyst family', 'data analyst questions', 'alex the analyst family', 'alex the analyst salary', 'Data Analyst funny']",0
Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,Tuesday,Tuesday,Morning,4629,2174630,37060,1444.0,25.0,"['Alex The Analyst', 'data analyst project', 'data analyst portfolio', 'data analyst portfolio project', 'data analyst projects for beginners', 'data analyst projects for resume', 'data analyst sql project', 'data analyst github', 'data analyst tableau project', 'Portfolio project for data analyst', 'data exploration project', 'projects for data analysts', 'project for data analyst', 'data analyst projects', 'sql portfolio project', 'sql project', 'data analyst sql', 'sql project for data analyst']",0
Advanced SQL Tutorial | Subqueries,Tuesday,Tuesday,Morning,517,433034,9184,285.0,7.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'subqueries', 'sql subquery', 'sql subqueries', 'subqueries in sql', 'subquery in sql', 'advanced sql']",0
Data Analyst Q/A #6 | Why Am I Not a Data Scientist?,Thursday,Thursday,Morning,1145,22431,819,15.0,1.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst questions', 'data analyst questions and answers', 'data analyst Q and A', 'data analyst Q/A', 'Data Analyst AMA', 'Questions for Data Analyst']",0
Google vs IBM Data Analytics Certificates | Which is Better?,Tuesday,Tuesday,Morning,358,370675,12453,243.0,9.0,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst', 'ibm data analytics', 'ibm data science', 'google data analyst', 'google data analytics', 'google professional certificate', 'ibm professional certificate', 'google vs ibm certificate', 'coursera google cert', 'coursera ibm cert', 'google vs ibm data analyst', 'google vs ibm data analytics certificate', 'ibm vs google certification', 'google vs ibm certification', 'google data analyst certification']",0
